,NAME,LATITUDE,LONGITUDE,ST_NUM,ST_NAME,ST_NAME_SUF,ZIPCODE,CATEGORY
100481000.0,DILIBERO NICOLA R SR TS,784168.0,2963903.0,491  493,SARATOGA,ST ,2128.0,Commercial
100482010.0,NEPTUNE COURIER REALTY LLC,784329.0,2964028.0,511  -515,SARATOGA,ST ,2128.0,Commercial
100483000.0,PALAVICINI VILMA,784395.0,2963977.0,2 A,NEPTUNE,RD ,2128.0,Commercial
100490000.0,DILIBERO NICOLA R LESSEE,784726.0,2964157.0,402  430,BENNINGTON,ST ,2128.0,Commercial
100502000.0,ORDONEZ HECTOR D,784543.0,2964015.0,396 ,BENNINGTON,ST ,2128.0,Commercial
100509000.0,VENUTI VITO J JR,784949.0,2964294.0, ,WM F MCCLELLAN,HW,2128.0,Commercial
100517000.0,VENUTI ANTHONY J TS,785139.0,2964338.0, ,WM F MCCLELLAN,HW,2128.0,Commercial
100520000.0,TRAN STEVEN,785039.0,2964273.0,452 ,BENNINGTON,ST ,2128.0,Commercial
100522000.0,MC-EB REALTY LLC,787868.0,2967506.0,415 ,WM F MCCLELLAN,HW,2128.0,Commercial
100528000.0,KATZ ROBERT J,788962.0,2966520.0,970 ,SARATOGA,ST ,2128.0,Commercial
100548003.0,INTNATL ASSOC MACHINISTS,787370.0,2965699.0,830 ,SARATOGA,ST ,2128.0,Commercial
100548100.0,BULGROUP COLORADO LLC,786696.0,2966123.0,175 ,MCCLELLAN,HW,2128.0,Commercial
100548150.0,144 ADDISON STREET LLC,787373.0,2965948.0,144 ,ADDISON,ST ,2128.0,Commercial
100549001.0,SLUMBER TIME LLC,786820.0,2966539.0,225 ,WM F MCCLELLAN,HW,2128.0,Commercial
100549003.0,SLUMBER TIME LLC,786773.0,2966761.0,285 ,WM F MCCLELLAN,HW,2128.0,Commercial
100549004.0,MCLELLAN HIGHWAY LLC,787115.0,2966715.0,305 ,WM F MCCLELLAN,HW,2128.0,Commercial
100549005.0,LOGALAND CORP,787370.0,2966942.0,365 ,WM F MCCLELLAN,HW,2128.0,Commercial
100549006.0,MCCLELLAN HIGHWAY LLP 375,787660.0,2967243.0,375 ,WM F MCCLELLAN,HW,2128.0,Commercial
100557000.0,MAYA CECILIA,787120.0,2965560.0,804  808,SARATOGA,ST ,2128.0,Commercial
100564010.0,3B REAL ESTATE LLC,786947.0,2965660.0, ,WORDSWORTH,ST ,2128.0,Commercial
100594000.0,NOSIDDA73 LLC,786120.0,2965967.0,73 ,ADDISON,ST ,2128.0,Commercial
100595000.0,DISTEFANO ROBERT J,786203.0,2965944.0, ,ADDISON,ST ,2128.0,Commercial
100597000.0,NOSIDDA85 LLC,786297.0,2965916.0,85 ,ADDISON,ST ,2128.0,Commercial
100607000.0,BARRY JOSEPH T,786863.0,2965749.0, ,ADDISON,ST ,2128.0,Commercial
100608000.0,BARRY JOSEPH T,786916.0,2965734.0,141 ,ADDISON,ST ,2128.0,Commercial
100608001.0,3B REAL ESTATE LLC MASS LLC,786951.0,2965723.0, ,ADDISON,ST ,2128.0,Commercial
100610000.0,3B REAL ESTATE LLC MASS LLC,786995.0,2965711.0,143  145,ADDISON,ST ,2128.0,Commercial
100749000.0,7-11 CURTIS LLC,785636.0,2964898.0, ,CURTIS,ST ,2128.0,Food access
100750000.0,7-11 CURTIS LLC,785603.0,2964948.0,7  11,CURTIS,ST ,2128.0,Food access
100795010.0,FRIENDS OF EXCEL ACADEMY CHARTER SCHOOLS INC,786156.0,2964899.0,58 ,MOORE,ST ,2128.0,Education
100808000.0,IBEX REALTY & ASSET,785712.0,2964700.0,1  A1B,CURTIS,ST ,2128.0,Commercial
100832000.0,FIRST PRIORITY CREDIT UNION,785300.0,2964470.0,100 ,SWIFT,ST ,2128.0,Commercial
100844000.0,DUONG KHANH,785646.0,2964666.0,655 ,SARATOGA,ST ,2128.0,Commercial
100845000.0,CASSERLY POKYE,785785.0,2964475.0,4 ,HARMONY,ST ,2128.0,Commercial
100849000.0,STAR OF THE SEA MENS CLB INC,785892.0,2964512.0,525 ,BENNINGTON,ST ,2128.0,Social
100874000.0,PETER PAN PROPERTIES LLC MASS LLC,785808.0,2964429.0,6 8,HARMONY,ST ,2128.0,Commercial
100896000.0,BROOKE CHARTER SCHOOL,786805.0,2964980.0,617  617A,BENNINGTON,ST ,2128.0,Education
100897000.0,BROOKE CHARTER SCHOOL,786850.0,2964978.0,619 ,BENNINGTON,ST ,2128.0,Education
100898000.0,BROOKE CHARTER SCHOOL,786859.0,2965028.0, ,BENNINGTON,ST ,2128.0,Education
100899000.0,BROOKE CHARTER SCHOOL,786850.0,2964888.0,94 ,HORACE,ST ,2128.0,Education
100927000.0,MARIO JOSEPH TS,786798.0,2965156.0,622 ,BENNINGTON,ST ,2128.0,Commercial
100928000.0,MARIO JOSEPH TS,786753.0,2965134.0,616  618,BENNINGTON,ST ,2128.0,Commercial
100937000.0,GIORGIONE GRACE A,786859.0,2965287.0,785 ,SARATOGA,ST ,2128.0,Food access
100949000.0,VANEGAS ELKIN,787046.0,2965282.0,636  638,BENNINGTON,ST ,2128.0,Commercial
100955000.0,SALESIAN SOCIETY INC,787097.0,2964988.0,150 ,BYRON,ST ,2128.0,Social
101068000.0,POSEIDON TRIDENT LLC,788302.0,2966022.0,16 ,TRIDENT,ST ,2128.0,Commercial
101070000.0,752 BENNINGTON STREET,788329.0,2965924.0,752 ,BENNINGTON,ST ,2128.0,Food access
101234000.0,WOOD JOHN G,789800.0,2966064.0,1035 ,SARATOGA,ST ,2128.0,Commercial
101235000.0,SAID FAMILY REALTY TRUST,789873.0,2966049.0,1041  1045,SARATOGA,ST ,2128.0,Commercial
101359001.0,LOMBARDO SALVATORE A TRST,791565.0,2965534.0, ,SARATOGA,ST ,2128.0,Commercial
101359002.0,LOMBARDO VINCENT J TS,791415.0,2965604.0,1150 ,SARATOGA,ST ,2128.0,Commercial
101360000.0,BOULA RE HOLDINGS LLC,791192.0,2965563.0,1144 ,SARATOGA,ST ,2128.0,Food access
101361000.0,TINTERTONTAM RLTY CORP,791127.0,2965594.0,1140 ,SARATOGA,ST ,2128.0,Commercial
101361001.0,AUGUST JOHN J JR TS,791248.0,2965754.0,2 ,SHAWSHEEN,RD ,2128.0,Commercial
101395000.0,RODRIGUEZ CARLOS I,790402.0,2966650.0,1091 ,BENNINGTON,ST ,2128.0,Commercial
101400000.0,GRAJALES HUMBERTO,792167.0,2967496.0,1233 ,BENNINGTON,ST ,2128.0,Food access
101516000.0,ELEVEN 81 BENNINGTON ST RLTY LLC,791537.0,2966943.0,1181 ,BENNINGTON,ST ,2128.0,Commercial
101563000.0,RICUPERO JOSEPH M,791948.0,2967578.0, ,BENNINGTON,ST ,2128.0,Commercial
101583000.0,1012-1016 BENNINGTON STREET  LLC,789540.0,2966476.0,1012  1016,BENNINGTON,ST ,2128.0,Commercial
101586001.0,MURRAY MICHAEL F,789503.0,2966610.0,11 ,BREED,ST ,2128.0,Commercial
101587000.0,AIMI ESTATE LLC MASS LLC,789525.0,2966627.0,15 ,BREED,ST ,2128.0,Commercial
101587001.0,AIMI ESTATE LLC MASS LLC,789530.0,2966657.0,15 A,BREED,ST ,2128.0,Commercial
101620001.0,LUCKY CORNER REALTY TRUST,789386.0,2966381.0,1000 ,BENNINGTON,ST ,2128.0,Food access
101622000.0,MARQUARDO DONNA,789303.0,2966442.0,980  A982,SARATOGA,ST ,2128.0,Food access
101623000.0,IRMAS LLC,789247.0,2966449.0,978  C 976,SARATOGA,ST ,2128.0,Commercial
101627000.0,MARQUARDO DONNA,789338.0,2966487.0, ,FORD,ST ,2128.0,Commercial
101630000.0,TODESCA MICHAEL J,789404.0,2966509.0,14  16,BREED,ST ,2128.0,Commercial
101633000.0,EAST BOSTON SAVING BANK,788480.0,2966051.0,850  868,BENNINGTON,ST ,2128.0,Commercial
101634000.0,LOMBARDO VINCENT J TS,788688.0,2966148.0,935  935R,SARATOGA,ST ,2128.0,Food access
101637001.0,SALVAGGIO ANTHONY M,788769.0,2966274.0,945 ,SARATOGA,ST ,2128.0,Food access
101648000.0,RUGGIERO JOSEPH L III,789139.0,2966314.0,973 ,SARATOGA,ST ,2128.0,Commercial
101649000.0,CAPALDO FRANK A TS,789195.0,2966300.0,975  977,SARATOGA,ST ,2128.0,Commercial
101649001.0,LAMPREA JAIRO,789145.0,2966271.0,980  978,BENNINGTON,ST ,2128.0,Commercial
101651000.0,ONE 40 VICTORY RD LLC MASS LLC,789076.0,2966253.0,974 R,BENNINGTON,ST ,2128.0,Commercial
101662000.0,FOUR40 MCCLELLAN LLC,787788.0,2968678.0,440 ,WM F MCCLELLAN,HW,2128.0,Commercial
101663000.0,AUTO CITY INC,787541.0,2968255.0, ,WM F MCCLELLAN,HW,2128.0,Commercial
101664000.0,GROSSMAN LOUIS J TRSTS,787520.0,2968012.0, ,WM F MCCLELLAN,HW,2128.0,Commercial
101665000.0,AUTO CITY INC,787407.0,2968192.0, ,WM F MCCLELLAN,HW,2128.0,Commercial
101666000.0,GROSSMAN BERNARD D TRSTS,787310.0,2967950.0, ,WM F MCCLELLAN,HW,2128.0,Commercial
101666005.0,PARK SHUTTLE & FLY INC,787192.0,2967694.0, ,WM F MCCLELLAN,HW,2128.0,Commercial
101666010.0,GROSSMAN MORTON TS,787075.0,2967498.0,310 ,WM F MCCLELLAN,HW,2128.0,Commercial
101666015.0,GROSSMAN LOUIS J TRSTS,786962.0,2967314.0,290 ,WM F MCCLELLAN,HW,2128.0,Commercial
101666020.0,GROSSMAN BERNARD D TRSTS,786776.0,2967069.0,240 ,WM F MCCLELLAN,HW,2128.0,Commercial
101667000.0,HVV EAST BOSTON LLC,786565.0,2966881.0,220 ,WM F MCCLELLAN,HW,2128.0,Commercial
101667005.0,DESIMONE STEPHEN T TRSTS,786377.0,2966687.0,200 ,WM F MCCLELLAN,HW,2128.0,Commercial
101705000.0,SARATOGA STREET PROPERTIES  LLC,790861.0,2966975.0,251 ,LEYDEN,ST ,2128.0,Commercial
101726000.0,BOARDMAN STREET RLTY TR,789077.0,2966560.0,2 ,FORD,ST ,2128.0,Commercial
101727000.0,BOARDMAN STREET RLTY TR,789043.0,2966608.0,7 ,BOARDMAN,ST ,2128.0,Commercial
101742000.0,SCHETTINO JOSEPH ANTHONY,788578.0,2967074.0, ,BOARDMAN,ST ,2128.0,Commercial
101742010.0,OLIVER ANN LLC MASS LLC,788551.0,2967095.0, ,BOARDMAN,ST ,2128.0,Commercial
101743000.0,OLIVER ANN LLC MASS LLC,788512.0,2967126.0,61 ,BOARDMAN,ST ,2128.0,Commercial
101895000.0,51 BREED STREET LLC,789547.0,2967270.0,51 ,BREED,ST ,2128.0,Social
102342000.0,CITY OF BOSTON,789917.0,2968161.0,81 ,BEACHVIEW,RD ,2128.0,Education
102449000.0,TWO NINETY FIVE WALDEMAR LLC,788327.0,2968862.0, ,WALDEMAR,AV,2128.0,Commercial
102615000.0,CITY OF BOSTON,781021.0,2963090.0, ,LEXINGTON,ST ,2128.0,Education
102845000.0,SHER MARTIN E,781647.0,2963617.0,106  104,TRENTON,ST ,2128.0,Commercial
102873000.0,LITTLE FOLKS COMMUNITY DAY,781313.0,2963297.0,65  67,TRENTON,ST ,2128.0,Education
102874000.0,RICUPERO JOSEPH,781379.0,2963332.0,73  71,TRENTON,ST ,2128.0,Commercial
102937000.0,GARCIA JOEL,781808.0,2963306.0,131 ,LEXINGTON,ST ,2128.0,Food access
103319000.0,211 CONDOR STREET LLC,782416.0,2964719.0,211  207,CONDOR,ST ,2128.0,Commercial
103321000.0,215 CONDOR STREET REALTY  TRUST,782516.0,2964719.0,215 ,CONDOR,ST ,2128.0,Commercial
103323000.0,225 CONDOR STREET,782591.0,2964719.0,225 R,CONDOR,ST ,2128.0,Commercial
103324000.0,233 CONDOR STREET,782628.0,2964719.0,233 ,CONDOR,ST ,2128.0,Commercial
103327000.0,CONDOR STREET LLC,782800.0,2964719.0,245 ,CONDOR,ST ,2128.0,Commercial
103329000.0,CONDOR STREET LLC,782898.0,2964722.0,255 ,CONDOR,ST ,2128.0,Commercial
103330000.0,CONDOR STREET LLC,783002.0,2964726.0,28 ,GLENDON,ST ,2128.0,Commercial
103384000.0,CITY OF BOSTON,781818.0,2964255.0, ,BROOKS,ST ,2128.0,Education
103529000.0,MORANI ROBERT J,781358.0,2964616.0,70  72,FALCON,ST ,2128.0,Commercial
103576000.0,PMT REALTY LLC,781433.0,2964719.0, ,CONDOR,ST ,2128.0,Commercial
103597000.0,DHN 425 BORDER STREET LLC,780416.0,2964490.0,425 ,BORDER,ST ,2128.0,Commercial
103636000.0,ANDREOTTOLA ANTONIO,780500.0,2963470.0,335  331,BORDER,ST ,2128.0,Food access
103659000.0,PRINTING PRESS LOFTS LLC,780548.0,2962829.0,4 ,LEXINGTON,ST ,2128.0,Commercial
103660000.0,TWO SEVENTY SEVEN BORDER LLC,780547.0,2962853.0, ,BORDER,ST ,2128.0,Commercial
103661000.0,TWO SEVENTY SEVEN BORDER LLC,780545.0,2962888.0,279  277,BORDER,ST ,2128.0,Commercial
103664000.0,ROZANTES GEORGE,780511.0,2963198.0,315  317,BORDER,ST ,2128.0,Commercial
103665000.0,ROZANTES GEORGE,780508.0,2963261.0,321  319,BORDER,ST ,2128.0,Commercial
103666000.0,ROZANTES GEORGE,780506.0,2963303.0,323 ,BORDER,ST ,2128.0,Commercial
103666001.0,LAROSA FRANCESCO,780553.0,2963154.0, ,EUTAW,ST ,2128.0,Commercial
103667000.0,TWO 66 BORDER LLC MASS LLC,780391.0,2962767.0,266  268,BORDER,ST ,2128.0,Commercial
103667001.0,WIGGLESWORTH MACHINERY CO,780265.0,2962806.0,276 ,BORDER,ST ,2128.0,Commercial
103667002.0,TWO 82 BORDER ST LLC MASS LLC,780382.0,2962871.0,282 ,BORDER,ST ,2128.0,Commercial
103667050.0,FADILI ADEL A,779896.0,2962777.0, ,BORDER,ST ,2128.0,Commercial
103668000.0,CITY OF BOSTON,780007.0,2963114.0,310  298,BORDER,ST ,2128.0,Education
103671000.0,FOUR HUNDRED BORDER ST LP,780009.0,2963462.0,334  336,BORDER,ST ,2128.0,Commercial
103672000.0,FOUR HUNDRED BORDER ST LP,780202.0,2963700.0,362  364A,BORDER,ST ,2128.0,Commercial
103674000.0,FOUR HUNDRED BORDER ST. LP,780372.0,2963741.0,366 ,BORDER,ST ,2128.0,Commercial
103675000.0,FOUR HUNDRED BORDER ST. LP,780370.0,2963767.0, ,BORDER,ST ,2128.0,Commercial
103676000.0,FOUR HUNDRED BORDER ST LP,780368.0,2963805.0, ,BORDER,ST ,2128.0,Commercial
103676001.0,FOUR HUNDRED BORDER ST LP,780214.0,2963917.0,400 ,BORDER,ST ,2128.0,Commercial
103680000.0,GLOBAL COMPANIES LLC,780514.0,2964901.0,468  470,MERIDIAN,ST ,2128.0,Commercial
103681000.0,BANG PETER V ETAL,780478.0,2965369.0, ,MERIDIAN,ST ,2128.0,Commercial
103684000.0,CONDOR NAY LLC,781096.0,2965414.0,32 ,NAY,ST ,2128.0,Commercial
103687000.0,PMT REALTY LLC,780816.0,2964938.0,7 ,NAY,ST ,2128.0,Commercial
103698000.0,PMT REALTY LLC,780954.0,2964894.0,50  60,CONDOR,ST ,2128.0,Commercial
103699000.0,CONDOR NAY LLC,781028.0,2964853.0,62 ,CONDOR,ST ,2128.0,Commercial
103700000.0,CONDOR NAY LLC,781084.0,2964899.0,66 ,CONDOR,ST ,2128.0,Commercial
103704000.0,100 CONDOR LLC,781412.0,2964884.0,98  100,CONDOR,ST ,2128.0,Commercial
103704100.0,ALDEN STEARNS REALTY TR LLC MASS LLC,781478.0,2965190.0,98  R 100R,CONDOR,ST ,2128.0,Commercial
103710000.0,ONE-92 X CONDOR LLC,782608.0,2965110.0,192 X,CONDOR,ST ,2128.0,Commercial
103711006.0,SUNOCO PARTNERS MARKETING &,784686.0,2965240.0,570  600,CHELSEA,ST ,2128.0,Commercial
103711010.0,EAGLE HILL REAL ESTATE,785156.0,2965900.0,610 ,CHELSEA,ST ,2128.0,Commercial
103711012.0,NSTAR ELECTRIC COMPANY,783588.0,2964648.0, ,CONDOR,ST ,2128.0,Commercial
103720000.0,LIG REALTY LLC,781890.0,2961326.0,135 ,CHELSEA,ST ,2128.0,Commercial
103763000.0,CASTIELLO GIOVANNI,782161.0,2961510.0, ,BREMEN,ST ,2128.0,Commercial
103771000.0,ROSAS CARLOS RICHARD,782006.0,2961327.0,184 ,BREMEN,ST ,2128.0,Commercial
103771001.0,ROSAS CARLOS RICHARD,781981.0,2961299.0, ,BREMEN,ST ,2128.0,Commercial
103771002.0,ROSAS CARLOS RICHARD,781982.0,2961271.0, ,BREMEN,ST ,2128.0,Commercial
103771003.0,ROSAS CARLOS RICHARD,781953.0,2961295.0, ,BREMEN,ST ,2128.0,Commercial
103775000.0,KELLY CHARLES J T T,781942.0,2961285.0, ,BREMEN,ST ,2128.0,Commercial
103830000.0,CRISTALLO GUERINO,781481.0,2960838.0, ,CHELSEA,ST ,2128.0,Commercial
103837000.0,CHELSEA STREET HOLDINGS LLC,781595.0,2960971.0,93 ,CHELSEA,ST ,2128.0,Commercial
103869000.0,LINEAR RETAIL BOSTON #23 LLC,781000.0,2960179.0,148 ,MAVERICK,ST ,2128.0,Commercial
103870000.0,LINEAR RETAIL BOSTON #21 LLC,780985.0,2960194.0,146 ,MAVERICK,ST ,2128.0,Commercial
103871000.0,LINEAR RETAIL BOSTON #19 LLC,780968.0,2960202.0,144 ,MAVERICK,ST ,2128.0,Commercial
103873000.0,LINEAR RETAIL BOSTON #18 LLC,781068.0,2960241.0,9 ,CHELSEA,ST ,2128.0,Commercial
103908000.0,WE CLOSE THE DEAL LLC,781365.0,2960148.0,114 ,ORLEANS,ST ,2128.0,Commercial
103917005.0,SPATARO RICHARD TS,781100.0,2960113.0,158  156,MAVERICK,ST ,2128.0,Commercial
103919002.0,ONE 35 BREMEN STREET LLC,781891.0,2960930.0,135 ,BREMEN,ST ,2128.0,Commercial
103920001.0,MCORLEANS JC FAMILY LP,781906.0,2960725.0,172 ,ORLEANS,ST ,2128.0,Commercial
103928000.0,HUDSON 62 REALTY LLC,782180.0,2960718.0, ,PORTER,ST ,2128.0,Commercial
103963000.0,SALVUCCI WILLIAM A TRSTS,781553.0,2960136.0,119  119HF,ORLEANS,ST ,2128.0,Commercial
103964000.0,SALVUCCI WILLIAM A TRSTS,781586.0,2960175.0,121  127,ORLEANS,ST ,2128.0,Commercial
103989000.0,CITY OF BOSTON,781975.0,2959942.0,122 ,COTTAGE,ST ,2128.0,Education
103993010.0,PROGRESSIVE CLUB INC,781858.0,2959694.0,232  234,MAVERICK,ST ,2128.0,Social
104015000.0,FRANKFORT GOVE LLC,782008.0,2960304.0,120 ,GOVE,ST ,2128.0,Social
104064001.0,ROSEWAY REALTY LLC,781994.0,2959632.0, ,COTTAGE,ST ,2128.0,Social
104084000.0,DELUCA ANTHONY F ETAL,782314.0,2959842.0,28 ,GENEVA,ST ,2128.0,Commercial
104092000.0,YEBBA NICHOLAS A TRST,782132.0,2959629.0,10  A10B,GENEVA,ST ,2128.0,Commercial
104102000.0,YEBBA BROTHERS LLC MASS LLC,782645.0,2960256.0,167 ,COTTAGE,ST ,2128.0,Commercial
104145000.0,GENEVA STREET LLC,782321.0,2959567.0, ,VENICE,ST ,2128.0,Commercial
104146000.0,GENEVA STREET LLC,782294.0,2959528.0, ,VENICE,ST ,2128.0,Commercial
104154000.0,GENEVA STREET LLC,782219.0,2959528.0, ,GENEVA,ST ,2128.0,Commercial
104155000.0,GENEVA STREET LLC,782235.0,2959552.0, ,GENEVA,ST ,2128.0,Commercial
104156000.0,GENEVA STREET LLC,782259.0,2959574.0, ,GENEVA,ST ,2128.0,Commercial
104162000.0,SOLSKINN PROPERTIES LLC,782554.0,2959924.0,37  39,GENEVA,ST ,2128.0,Commercial
104194001.0,CITY OF BOSTON,783707.0,2963060.0,365 ,BREMEN,ST ,2128.0,Education
104196010.0,EXCEL ACADEMY CHARTER SCHOOL,783919.0,2963295.0,401 ,BREMEN,ST ,2128.0,Education
104196100.0,413-419 BREMEN STREET LLC,784151.0,2963576.0,355 ,BENNINGTON,ST ,2128.0,Commercial
104279000.0,MYETTE JOSEPH,786391.0,2964499.0, ,MOORE,ST ,2128.0,Commercial
104299000.0,RICUPERO JOSEPH M,787527.0,2963899.0,139 ,COLERIDGE,ST ,2128.0,Commercial
104332000.0,SALESIAN SOCIETY,787666.0,2965135.0, ,HORACE,ST ,2128.0,Education
104373000.0,S&H FUEL LLC MASS LLC,788785.0,2965930.0,931 ,BENNINGTON,ST ,2128.0,Food access
104374010.0,LIMA REALTY II LLC,788965.0,2966013.0,951 ,BENNINGTON,ST ,2128.0,Food access
104375000.0,MUI ANGUS K,789112.0,2966082.0,965 ,BENNINGTON,ST ,2128.0,Food access
104376000.0,SUFFOLK ORIENT LLC,789236.0,2966141.0,969  985,BENNINGTON,ST ,2128.0,Recreation
104378000.0,CDZ REALTY TRUST,789336.0,2966191.0,987  -997,BENNINGTON,ST ,2128.0,Food access
104380000.0,BOSTON SAWYERS FAMILY TRUST,789455.0,2966218.0,1007  1009,SARATOGA,ST ,2128.0,Commercial
104387003.0,EAST BOSTON YACHT CLUB LESSEE,788058.0,2964202.0, ,RICE,ST ,2128.0,Recreation
104398100.0,ORIENT HEIGHTS YACHT CLB INC,789769.0,2965330.0, ,THURSTON,ST ,2128.0,Commercial
104399000.0,ORIENT HEIGHTS YACHT CLB INC,790004.0,2965304.0,61 ,BAYSWATER,ST ,2128.0,Social
104414000.0,LANDRIGAN GEORGE TRST,783527.0,2958535.0,391  393,MAVERICK,ST ,2128.0,Commercial
104415000.0,LANDRIGAN GEORGE TS,783483.0,2958560.0,2  12,JEFFRIES,ST ,2128.0,Commercial
104420000.0,JEFFERIES YACHT CLUB,783691.0,2957859.0,565  567,SUMNER,ST ,2128.0,Recreation
104443010.0,BOSTON MARINE WORKS,782678.0,2957382.0,218  260,MARGINAL,ST ,2128.0,Recreation
104445000.0,BOSTON MARINE WORKS INC,782145.0,2957313.0,233 ,MARGINAL,ST ,2128.0,Recreation
104558000.0,CITY OF BOSTON,781820.0,2958561.0,175 ,WEBSTER,ST ,2128.0,Education
104678010.0,BOSTON MARINE WORKS,782413.0,2958123.0,264  280,MARGINAL,ST ,2128.0,Recreation
104780000.0,SUMNER DEVELOPMENT PARTNERS LLC,782054.0,2958799.0,6 ,SUMNER,PL ,2128.0,Commercial
104890000.0,331 SUMNER PROPERTIES LLC,781540.0,2959112.0,331 ,SUMNER,ST ,2128.0,Food access
104898000.0,HARKER JONATHAN,781635.0,2959220.0,64 ,COTTAGE,ST ,2128.0,Food access
