seq_id,ct10_id,geoid,logrecno,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
12489,25017337300,14000US25017337300,1575,2014-18,94965,3830,117843,14581,78125,21444
12490,25017338100,14000US25017338100,1576,2014-18,161625,25445,182813,30210,81442,25553
12491,25017338200,14000US25017338200,1577,2014-18,114655,12992,119167,15325,72647,20510
12492,25017338300,14000US25017338300,1578,2014-18,135787,19161,173472,33728,67500,28515
12493,25017338400,14000US25017338400,1579,2014-18,204934,21984,207019,21834,0,0
12494,25017338500,14000US25017338500,1580,2014-18,186793,31940,206750,17267,32917,8944
12495,25017339100,14000US25017339100,1581,2014-18,90433,22366,128173,15220,25450,7759
12496,25017339200,14000US25017339200,1582,2014-18,139516,29925,158591,20992,107917,34671
12497,25017339300,14000US25017339300,1583,2014-18,72763,21790,103182,38347,45147,27123
12498,25017339400,14000US25017339400,1584,2014-18,90625,21590,100745,5180,70341,23999
12499,25017339500,14000US25017339500,1585,2014-18,85852,11842,122361,30879,58106,9490
12500,25017339600,14000US25017339600,1586,2014-18,81759,18262,104886,43699,74052,19851
12501,25017339700,14000US25017339700,1587,2014-18,72951,6647,87240,40477,71891,4115
12502,25017339801,14000US25017339801,1588,2014-18,91811,11450,90357,36948,96012,19275
12503,25017339802,14000US25017339802,1589,2014-18,90750,18039,99792,11644,74667,12683
12504,25017339900,14000US25017339900,1590,2014-18,84784,18124,100517,10092,68828,12269
12505,25017340000,14000US25017340000,1591,2014-18,79436,11872,103958,20896,54850,38941
12506,25017340100,14000US25017340100,1592,2014-18,101728,9423,106667,10440,0,0
12507,25017341101,14000US25017341101,1593,2014-18,89145,25477,107917,19266,75682,23036
12508,25017341102,14000US25017341102,1594,2014-18,52850,10704,92895,14119,37979,17996
12509,25017341200,14000US25017341200,1595,2014-18,66418,2102,96576,27488,63818,5573
12510,25017341300,14000US25017341300,1596,2014-18,45689,9486,94286,30502,41590,11797
12511,25017341400,14000US25017341400,1597,2014-18,69500,9496,81250,9369,57589,19037
12512,25017341500,14000US25017341500,1598,2014-18,63125,11374,101563,20186,44824,8019
12513,25017341600,14000US25017341600,1599,2014-18,70711,15535,95662,21615,32656,10086
12514,25017341700,14000US25017341700,1600,2014-18,68526,14611,94254,11549,41552,13959
12515,25017341800,14000US25017341800,1601,2014-18,35977,12351,69244,5317,28030,11476
12516,25017341901,14000US25017341901,1602,2014-18,73516,18173,79167,11498,59917,24550
12517,25017341902,14000US25017341902,1603,2014-18,72635,14911,98405,21720,64115,12844
12518,25017342101,14000US25017342101,1604,2014-18,46250,7511,68214,34771,38194,14026
12519,25017342102,14000US25017342102,1605,2014-18,47026,11804,85063,22029,28994,5115
12520,25017342201,14000US25017342201,1606,2014-18,59250,13645,77009,8107,52803,14599
12521,25017342202,14000US25017342202,1607,2014-18,64098,8969,85399,10387,45565,18054
12522,25017342300,14000US25017342300,1608,2014-18,66639,10083,75898,22476,65167,13891
12523,25017342400,14000US25017342400,1609,2014-18,58243,13617,86117,9425,42042,10496
12524,25017342500,14000US25017342500,1610,2014-18,59840,13497,108958,17912,45666,7357
12525,25017342600,14000US25017342600,1611,2014-18,65682,11580,72625,19153,60966,14506
12526,25017350103,14000US25017350103,1612,2014-18,105650,10167,106705,26922,105469,12892
12527,25017350104,14000US25017350104,1613,2014-18,58298,5683,73833,21936,49349,12367
12528,25017350200,14000US25017350200,1614,2014-18,94907,16202,122986,31094,83571,12621
12529,25017350300,14000US25017350300,1615,2014-18,87656,22034,91806,31043,83333,27442
12530,25017350400,14000US25017350400,1616,2014-18,120186,16243,133333,48615,118424,19414
12531,25017350500,14000US25017350500,1617,2014-18,109896,25791,118214,46649,95795,39926
12532,25017350600,14000US25017350600,1618,2014-18,152689,40163,161513,37702,138264,38754
12533,25017350700,14000US25017350700,1619,2014-18,71912,16356,133092,16403,35714,16493
12534,25017350800,14000US25017350800,1620,2014-18,135000,13072,141944,28123,130208,11490
12535,25017350900,14000US25017350900,1621,2014-18,128958,13394,179167,35957,105598,18780
12536,25017351000,14000US25017351000,1622,2014-18,107115,14054,139318,28001,105302,14660
12537,25017351100,14000US25017351100,1623,2014-18,102264,12237,134638,26427,83333,17057
12538,25017351203,14000US25017351203,1624,2014-18,100678,15197,125625,19153,96402,15904
12539,25017351204,14000US25017351204,1625,2014-18,92045,14727,135395,45592,83636,18499
12540,25017351300,14000US25017351300,1626,2014-18,67107,23174,118036,49840,56895,16517
12541,25017351403,14000US25017351403,1627,2014-18,66525,9897,83274,17202,60089,8538
12542,25017351404,14000US25017351404,1628,2014-18,64073,12315,88194,32250,53864,14966
12543,25017351500,14000US25017351500,1629,2014-18,77539,14418,96442,34912,73036,35170
12544,25017352101,14000US25017352101,1630,2014-18,101103,26525,156923,14620,67596,23121
12545,25017352102,14000US25017352102,1631,2014-18,103333,17318,125417,33338,82852,11613
12546,25017352200,14000US25017352200,1632,2014-18,47132,11463,51755,12944,0,0
12547,25017352300,14000US25017352300,1633,2014-18,103008,14459,125446,10037,89659,21835
12548,25017352400,14000US25017352400,1634,2014-18,65862,10339,96563,38860,55104,26584
12549,25017352500,14000US25017352500,1635,2014-18,114180,14062,118500,13957,105915,9915
12550,25017352600,14000US25017352600,1636,2014-18,72841,16588,95441,29283,56000,31963
12551,25017352700,14000US25017352700,1637,2014-18,56310,9671,97083,51197,50750,17812
12552,25017352800,14000US25017352800,1638,2014-18,107946,14435,133125,36007,102778,16358
12553,25017352900,14000US25017352900,1639,2014-18,121625,28440,187273,71205,73984,15737
12554,25017353000,14000US25017353000,1640,2014-18,74038,23185,147679,53276,61298,14130
12555,25017353101,14000US25017353101,1641,2014-18,104167,13541,150833,132783,100714,21400
12556,25017353102,14000US25017353102,1642,2014-18,105263,38232,0,0,105263,38232
12557,25017353200,14000US25017353200,1643,2014-18,102891,28658,202731,27121,53077,36062
12558,25017353300,14000US25017353300,1644,2014-18,112632,13423,130417,17352,95813,5968
12559,25017353400,14000US25017353400,1645,2014-18,79615,10524,130341,37638,70456,23506
12560,25017353500,14000US25017353500,1646,2014-18,89219,12793,121746,11710,61591,21503
12561,25017353600,14000US25017353600,1647,2014-18,103708,16210,166758,30134,76774,20032
12562,25017353700,14000US25017353700,1648,2014-18,73750,11468,129063,46260,59375,18624
12563,25017353800,14000US25017353800,1649,2014-18,83433,12441,107582,33416,79831,9961
12564,25017353900,14000US25017353900,1650,2014-18,46413,15787,73500,41991,45163,17430
12565,25017354000,14000US25017354000,1651,2014-18,78459,6497,85139,20065,75865,11569
12566,25017354100,14000US25017354100,1652,2014-18,109505,9019,126625,55877,106016,12692
12567,25017354200,14000US25017354200,1653,2014-18,167375,20010,200156,44931,107167,9973
12568,25017354300,14000US25017354300,1654,2014-18,96447,7628,127569,35514,74625,24809
12569,25017354400,14000US25017354400,1655,2014-18,149479,26300,168750,34469,133250,40053
12570,25017354500,14000US25017354500,1656,2014-18,108561,21123,216118,72547,88264,27804
12571,25017354600,14000US25017354600,1657,2014-18,93897,28357,137917,73219,55781,36237
12572,25017354700,14000US25017354700,1658,2014-18,146250,24653,152083,33179,133500,39657
12573,25017354800,14000US25017354800,1659,2014-18,124565,8734,136583,31916,115972,9365
12574,25017354900,14000US25017354900,1660,2014-18,71250,41040,146168,55033,60306,43586
12575,25017355000,14000US25017355000,1661,2014-18,99453,11750,141528,52320,75769,12078
12576,25017356100,14000US25017356100,1662,2014-18,133929,23146,144602,8662,116276,8500
12577,25017356300,14000US25017356300,1663,2014-18,82839,10427,129695,25456,63438,13494
12578,25017356400,14000US25017356400,1664,2014-18,135785,9192,158924,18764,100921,44583
12579,25017356500,14000US25017356500,1665,2014-18,110313,16794,144464,35319,70775,10252
12580,25017356601,14000US25017356601,1666,2014-18,92865,10119,132273,11828,54107,19702
12581,25017356602,14000US25017356602,1667,2014-18,129408,17201,153269,16767,74565,9604
12582,25017356701,14000US25017356701,1668,2014-18,92072,9941,130337,61286,72344,8483
12583,25017356702,14000US25017356702,1669,2014-18,109783,18330,146094,32515,49775,22582
12584,25017357100,14000US25017357100,1670,2014-18,121429,31766,157731,22381,62396,20454
12585,25017357200,14000US25017357200,1671,2014-18,174514,23183,181094,38981,165066,52865
12586,25017357300,14000US25017357300,1672,2014-18,122841,17204,163371,9077,101250,4375
12587,25017357400,14000US25017357400,1673,2014-18,153750,30561,178500,55707,133214,27908
12588,25017357500,14000US25017357500,1674,2014-18,110500,31830,162679,47219,92750,25083
12589,25017357600,14000US25017357600,1675,2014-18,90096,16195,99808,23930,73929,9790
12590,25017357700,14000US25017357700,1676,2014-18,73005,18229,114338,27780,48889,10581
12591,25017357800,14000US25017357800,1677,2014-18,151484,23396,221250,42289,56027,9709
12592,25017358100,14000US25017358100,1678,2014-18,175313,31769,193214,22420,89375,39203
12593,25017358300,14000US25017358300,1679,2014-18,164514,25779,187412,29226,118625,54023
12594,25017358400,14000US25017358400,1680,2014-18,146767,18323,165286,17256,61641,51946
12595,25017358500,14000US25017358500,1681,2014-18,188542,18723,197917,26187,81447,42483
12596,25017358600,14000US25017358600,1682,2014-18,186250,34697,213846,37427,70921,56751
12597,25017358700,14000US25017358700,1683,2014-18,184013,26807,203661,32692,103929,46994
12598,25017359100,14000US25017359100,1684,2014-18,125152,18916,161081,24468,62180,33390
12599,25017359300,14000US25017359300,1685,2014-18,134602,19330,164338,48582,87692,19996
12600,25017360100,14000US25017360100,1686,2014-18,97604,11214,0,0,97604,11214
12601,25017360200,14000US25017360200,1687,2014-18,142550,19418,192500,49450,59926,43148
12602,25017361100,14000US25017361100,1688,2014-18,144825,21435,165203,27955,119706,108867
12603,25017361200,14000US25017361200,1689,2014-18,121364,16683,160000,25346,66897,11414
12604,25017361300,14000US25017361300,1690,2014-18,159917,34165,199453,29516,85192,74306
12605,25017362100,14000US25017362100,1691,2014-18,171625,30952,188750,30859,33292,5323
12606,25017363102,14000US25017363102,1692,2014-18,113359,27259,180404,28714,51502,8025
12607,25017363103,14000US25017363103,1693,2014-18,134669,16730,160313,23727,64803,32825
12608,25017363104,14000US25017363104,1694,2014-18,149702,15026,165469,23119,106739,36590
12609,25017363201,14000US25017363201,1695,2014-18,152361,14953,172700,15778,19265,15993
12610,25017363202,14000US25017363202,1696,2014-18,140064,13480,164338,19195,52566,44532
12611,25017364101,14000US25017364101,1697,2014-18,104570,7966,116786,26535,27096,9825
12612,25017364102,14000US25017364102,1698,2014-18,98153,12766,106071,25850,63867,27757
12613,25017365100,14000US25017365100,1699,2014-18,183988,13076,186284,11755,0,0
12614,25017365201,14000US25017365201,1700,2014-18,182857,17710,194048,26133,0,0
12615,25017365202,14000US25017365202,1701,2014-18,148947,24959,170042,20817,34181,17273
12616,25017366100,14000US25017366100,1702,2014-18,139010,17224,172452,31758,18152,9636
12617,25017366201,14000US25017366201,1703,2014-18,228977,34210,234444,33712,0,0
12618,25017366202,14000US25017366202,1704,2014-18,170820,16458,181908,31856,110313,84711
12619,25017367100,14000US25017367100,1705,2014-18,207361,38509,206528,41210,210938,101895
12620,25017367200,14000US25017367200,1706,2014-18,157923,33461,183750,66977,55781,35742
12621,25017368101,14000US25017368101,1707,2014-18,111113,16123,117426,29799,94211,19244
12622,25017368102,14000US25017368102,1708,2014-18,121375,12850,128889,18392,76094,39719
12623,25017368200,14000US25017368200,1709,2014-18,112750,11325,122868,10903,79671,51292
12624,25017368300,14000US25017368300,1710,2014-18,74813,10394,88333,21771,65865,8310
12625,25017368400,14000US25017368400,1711,2014-18,84811,11869,129938,19155,68982,6489
12626,25017368500,14000US25017368500,1712,2014-18,61967,9187,102083,48028,51250,23856
12627,25017368600,14000US25017368600,1713,2014-18,80445,20479,117179,18435,60123,20523
12628,25017368700,14000US25017368700,1714,2014-18,66111,19864,99236,65205,62340,19591
12629,25017368800,14000US25017368800,1715,2014-18,75929,10452,96042,17867,61827,13763
12630,25017368901,14000US25017368901,1716,2014-18,80313,16586,105568,32065,59851,28013
12631,25017368902,14000US25017368902,1717,2014-18,70357,11059,106563,40752,64457,14651
12632,25017369000,14000US25017369000,1718,2014-18,90368,12622,84643,20015,102813,22828
12633,25017369100,14000US25017369100,1719,2014-18,107500,16720,126098,8954,59150,10818
12634,25017370101,14000US25017370101,1720,2014-18,103219,15988,124879,14424,78500,13271
12635,25017370102,14000US25017370102,1721,2014-18,86319,20623,106875,36667,82461,11152
12636,25017370201,14000US25017370201,1722,2014-18,118340,9633,136176,22090,104453,13880
12637,25017370202,14000US25017370202,1723,2014-18,106094,9901,136181,33471,85379,16363
12638,25017370300,14000US25017370300,1724,2014-18,84107,18692,92604,16979,67813,15921
12639,25017370400,14000US25017370400,1725,2014-18,100956,10357,119757,13673,85189,29075
12640,25017373100,14000US25017373100,1726,2014-18,92500,21490,121083,29329,68242,9131
12641,25017373200,14000US25017373200,1727,2014-18,85833,14145,129792,28304,74286,10840
12642,25017373300,14000US25017373300,1728,2014-18,116094,36200,149321,7168,62197,16642
12643,25017373400,14000US25017373400,1729,2014-18,130547,17751,167440,25713,74879,11192
12644,25017373500,14000US25017373500,1730,2014-18,180694,33498,225192,28332,43021,28176
12645,25017373600,14000US25017373600,1731,2014-18,200250,45456,218958,52278,0,0
12646,25017373700,14000US25017373700,1732,2014-18,221750,44007,248990,42992,122813,40434
12647,25017373800,14000US25017373800,1733,2014-18,156505,21639,192841,28737,78707,21291
12648,25017373900,14000US25017373900,1734,2014-18,159525,26648,209831,55071,109602,40326
12649,25017374000,14000US25017374000,1735,2014-18,129848,20247,150417,26664,16563,10488
12650,25017374100,14000US25017374100,1736,2014-18,116094,18673,134323,24741,99205,28755
12651,25017374200,14000US25017374200,1737,2014-18,146094,31576,214844,33103,95000,22357
12652,25017374300,14000US25017374300,1738,2014-18,232875,50085,250001,0,89297,39851
12653,25017374400,14000US25017374400,1739,2014-18,182813,37268,244904,34029,28272,14861
12654,25017374500,14000US25017374500,1740,2014-18,125192,17235,152034,27325,76250,21789
12655,25017374600,14000US25017374600,1741,2014-18,132813,12331,139139,17072,101307,32572
12656,25017374700,14000US25017374700,1742,2014-18,119149,11944,138542,26590,103813,31040
12657,25017374800,14000US25017374800,1743,2014-18,129028,11298,205667,64178,51667,23726
12658,25017382100,14000US25017382100,1744,2014-18,121591,14026,129286,15092,0,0
12659,25017382200,14000US25017382200,1745,2014-18,118897,11998,142857,21346,65069,29476
12660,25017382300,14000US25017382300,1746,2014-18,156875,15198,167168,27945,93250,59678
12661,25017382400,14000US25017382400,1747,2014-18,114207,22556,151493,15033,29440,17623
12662,25017382500,14000US25017382500,1748,2014-18,100580,11648,127727,30867,81495,12879
12663,25017382601,14000US25017382601,1749,2014-18,82153,17986,81367,24078,83261,25175
12664,25017382602,14000US25017382602,1750,2014-18,110592,21375,144500,12185,26801,5846
12665,25017383101,14000US25017383101,1751,2014-18,40271,5484,63167,13821,36654,6019
12666,25017383102,14000US25017383102,1752,2014-18,39518,3052,97802,40356,38232,3013
12667,25017383200,14000US25017383200,1753,2014-18,65385,6917,80750,18097,52480,19502
12668,25017383300,14000US25017383300,1754,2014-18,67426,24308,92500,11651,45438,14601
12669,25017383400,14000US25017383400,1755,2014-18,59359,27276,99228,12617,51755,18473
12670,25017383501,14000US25017383501,1756,2014-18,46125,8282,98523,18301,40033,11784
12671,25017383502,14000US25017383502,1757,2014-18,82115,20679,127841,43815,48625,21386
12672,25017383600,14000US25017383600,1758,2014-18,90143,30122,116445,15894,64325,15357
12673,25017383700,14000US25017383700,1759,2014-18,92130,26315,132750,18935,34855,9537
12674,25017383800,14000US25017383800,1760,2014-18,119747,8451,124306,9605,74083,69082
12675,25017383901,14000US25017383901,1761,2014-18,111412,9640,120120,8096,30806,10365
12676,25017383902,14000US25017383902,1762,2014-18,153731,11069,154489,8060,60417,56665
12677,25017384001,14000US25017384001,1763,2014-18,108281,22252,125962,26947,56029,43231
12678,25017384002,14000US25017384002,1764,2014-18,68576,11161,112500,27017,62644,14339
12679,25017385100,14000US25017385100,1765,2014-18,131635,22089,160742,14618,45909,23905
12680,25017385201,14000US25017385201,1766,2014-18,77059,11121,125517,22580,53083,23357
12681,25017385202,14000US25017385202,1767,2014-18,112000,17486,115288,23094,78516,51276
12682,25017386100,14000US25017386100,1768,2014-18,180769,20485,193194,34155,50167,15775
12683,25017387100,14000US25017387100,1769,2014-18,123245,17123,131274,12585,22955,8066
12684,25017387201,14000US25017387201,1770,2014-18,117009,18484,139712,28645,31454,3073
12685,25017387202,14000US25017387202,1771,2014-18,147396,9778,149890,12631,0,0
12686,25017388100,14000US25017388100,1772,2014-18,108207,15005,151172,15724,73073,15586
12687,25017388200,14000US25017388200,1773,2014-18,70542,4697,84439,7424,49727,11948
12688,25017388300,14000US25017388300,1774,2014-18,14836,1612,51932,30316,14438,1279
12689,25017980000,14000US25017980000,1775,2014-18,0,0,0,0,0,0
12690,25019950100,14000US25019950100,1776,2014-18,99167,29388,105450,19484,72841,36987
12691,25019950200,14000US25019950200,1777,2014-18,86630,37476,109740,29155,64518,19895
12692,25019950307,14000US25019950307,1778,2014-18,100588,24822,100110,46767,107031,46215
12693,25019950400,14000US25019950400,1779,2014-18,124189,6083,127222,18225,94688,28911
12694,25019950500,14000US25019950500,1780,2014-18,106648,8452,106733,5863,0,0
12695,25019990000,14000US25019990000,1781,2014-18,0,0,0,0,0,0
12696,25021400100,14000US25021400100,1782,2014-18,109318,23761,154093,34978,74583,38139
12697,25021400200,14000US25021400200,1783,2014-18,71475,19703,120375,35183,45718,13452
12698,25021400300,14000US25021400300,1784,2014-18,123359,19092,175234,38824,89167,24119
12699,25021400400,14000US25021400400,1785,2014-18,107096,22651,148241,16813,70665,17872
12700,25021400500,14000US25021400500,1786,2014-18,129712,19183,165987,37760,101053,29498
12701,25021400600,14000US25021400600,1787,2014-18,135893,21951,153682,20510,100956,33220
12702,25021400700,14000US25021400700,1788,2014-18,148333,26613,195903,35871,95139,22164
12703,25021400800,14000US25021400800,1789,2014-18,100046,13573,127975,19753,76554,17591
12704,25021400900,14000US25021400900,1790,2014-18,80045,20564,107222,33111,58043,16684
12705,25021401000,14000US25021401000,1791,2014-18,117286,13729,156818,33027,72969,32203
12706,25021401100,14000US25021401100,1792,2014-18,167361,18665,210987,55977,70057,35513
12707,25021401200,14000US25021401200,1793,2014-18,153182,43395,206378,35696,81771,41467
12708,25021402101,14000US25021402101,1794,2014-18,91477,9793,119013,23416,41775,30854
12709,25021402102,14000US25021402102,1795,2014-18,78281,20910,113542,17971,27989,19038
12710,25021402200,14000US25021402200,1796,2014-18,93920,12562,121328,16103,54000,24648
12711,25021402300,14000US25021402300,1797,2014-18,119722,20898,123542,15673,0,0
12712,25021402400,14000US25021402400,1798,2014-18,92442,18951,126529,13628,68125,27281
12713,25021402500,14000US25021402500,1799,2014-18,121650,19956,167969,21919,53839,27740
12714,25021403100,14000US25021403100,1800,2014-18,172500,25243,177067,26875,61250,58692
12715,25021403300,14000US25021403300,1801,2014-18,169214,11538,175000,15594,54625,41841
12716,25021403400,14000US25021403400,1802,2014-18,135161,26969,164668,24224,33153,15159
12717,25021403500,14000US25021403500,1803,2014-18,122871,6754,167448,24056,58696,21534
12718,25021404100,14000US25021404100,1804,2014-18,158561,36098,204643,25877,77500,50557
12719,25021404201,14000US25021404201,1805,2014-18,202857,43583,227143,52908,63750,60484
12720,25021404202,14000US25021404202,1806,2014-18,205074,45979,214362,26738,83750,35607
12721,25021404301,14000US25021404301,1807,2014-18,250001,0,250001,0,143068,92516
12722,25021404302,14000US25021404302,1808,2014-18,158485,12935,168056,31470,134091,40974
12723,25021404400,14000US25021404400,1809,2014-18,176071,36937,250001,0,41304,12199
12724,25021405100,14000US25021405100,1810,2014-18,224784,36225,250001,0,110793,60134
12725,25021406101,14000US25021406101,1811,2014-18,142837,9000,177431,23927,36771,17731
12726,25021406102,14000US25021406102,1812,2014-18,160633,12671,168190,26905,0,0
12727,25021407100,14000US25021407100,1813,2014-18,106336,3371,123043,17883,51719,15191
12728,25021408101,14000US25021408101,1814,2014-18,136741,14654,137936,14499,32917,22194
12729,25021408102,14000US25021408102,1815,2014-18,105163,9129,114813,14523,42198,13834
12730,25021409101,14000US25021409101,1816,2014-18,136500,20876,142708,26265,88333,46529
12731,25021409102,14000US25021409102,1817,2014-18,151193,10611,153583,11915,0,0
12732,25021410100,14000US25021410100,1818,2014-18,94167,12485,129769,14315,55854,6451
12733,25021410300,14000US25021410300,1819,2014-18,107598,14887,114886,14484,97881,11050
12734,25021410400,14000US25021410400,1820,2014-18,93138,15154,134853,26491,64115,13097
12735,25021411100,14000US25021411100,1821,2014-18,102621,17521,115227,15781,45083,17612
12736,25021411200,14000US25021411200,1822,2014-18,119323,31510,153380,23018,0,0
12737,25021411301,14000US25021411301,1823,2014-18,131107,21113,137650,22225,0,0
12738,25021411302,14000US25021411302,1824,2014-18,103731,6695,116023,11357,40329,14681
12739,25021412100,14000US25021412100,1825,2014-18,157093,17707,172989,24983,34135,20153
12740,25021412200,14000US25021412200,1826,2014-18,150000,30410,160000,35292,60556,28036
12741,25021412300,14000US25021412300,1827,2014-18,155987,14144,162226,26130,95726,21966
12742,25021413100,14000US25021413100,1828,2014-18,92260,6611,108317,17666,39650,30206
12743,25021413200,14000US25021413200,1829,2014-18,71250,5425,99468,14488,22213,15239
12744,25021413300,14000US25021413300,1830,2014-18,112835,8307,123953,12699,89886,17626
12745,25021413401,14000US25021413401,1831,2014-18,88030,15604,122604,13404,65000,16365
12746,25021413402,14000US25021413402,1832,2014-18,90547,8881,85982,13813,92051,9563
12747,25021413500,14000US25021413500,1833,2014-18,90455,7670,107321,17485,85842,8232
12748,25021414100,14000US25021414100,1834,2014-18,130402,19052,145313,19826,90595,41555
12749,25021414200,14000US25021414200,1835,2014-18,170083,34124,170792,32064,0,0
12750,25021414300,14000US25021414300,1836,2014-18,115500,21622,139781,32131,25917,13654
12751,25021415101,14000US25021415101,1837,2014-18,130242,13990,133063,18422,74306,66019
12752,25021415102,14000US25021415102,1838,2014-18,86987,14302,102977,13863,64427,15934
12753,25021415200,14000US25021415200,1839,2014-18,89519,15714,152688,56584,58698,26906
12754,25021415300,14000US25021415300,1840,2014-18,136607,16819,140880,13682,0,0
12755,25021416101,14000US25021416101,1841,2014-18,147422,19299,163287,18768,40852,36687
12756,25021416102,14000US25021416102,1842,2014-18,127946,25627,158239,16132,36750,14760
12757,25021416200,14000US25021416200,1843,2014-18,107333,19808,126761,32511,56432,11849
12758,25021416300,14000US25021416300,1844,2014-18,142731,11279,172500,21380,41411,27202
12759,25021416400,14000US25021416400,1845,2014-18,124961,16875,126447,14549,0,0
12760,25021417100,14000US25021417100,1846,2014-18,99191,14825,110625,23717,86761,25464
12761,25021417200,14000US25021417200,1847,2014-18,73692,10681,85962,23730,58639,15930
12762,25021417300,14000US25021417300,1848,2014-18,93974,15958,107951,12566,52875,30600
12763,25021417400,14000US25021417400,1849,2014-18,92381,21449,109286,17794,0,0
12764,25021417501,14000US25021417501,1850,2014-18,86071,15642,90950,17467,63157,5836
12765,25021417502,14000US25021417502,1851,2014-18,82300,7462,110625,11012,61750,15551
12766,25021417601,14000US25021417601,1852,2014-18,65461,26184,95434,20227,40875,6503
12767,25021417602,14000US25021417602,1853,2014-18,74730,9505,101696,19334,35087,20665
12768,25021417701,14000US25021417701,1854,2014-18,63189,6959,73824,37180,54460,12001
12769,25021417702,14000US25021417702,1855,2014-18,78542,17819,96066,24691,57125,11749
12770,25021417801,14000US25021417801,1856,2014-18,107139,12220,116534,19153,49276,13837
12771,25021417802,14000US25021417802,1857,2014-18,26571,2233,96094,15781,20788,3788
12772,25021417901,14000US25021417901,1858,2014-18,53691,8264,93571,33093,46239,6530
12773,25021417902,14000US25021417902,1859,2014-18,63008,5675,63239,13816,62872,12010
12774,25021418002,14000US25021418002,1860,2014-18,81064,4111,82625,11826,80646,6694
12775,25021418003,14000US25021418003,1861,2014-18,84583,19617,106389,30000,67422,26244
12776,25021418004,14000US25021418004,1862,2014-18,60445,8312,76607,25376,55191,11092
12777,25021418101,14000US25021418101,1863,2014-18,73326,16041,87165,35175,47121,23892
12778,25021418102,14000US25021418102,1864,2014-18,60833,8773,71477,21176,51823,22307
12779,25021418200,14000US25021418200,1865,2014-18,91486,12805,94167,13550,88750,24027
12780,25021419100,14000US25021419100,1866,2014-18,100436,16896,132234,21444,63203,46886
12781,25021419200,14000US25021419200,1867,2014-18,112222,20010,124886,13847,34702,6012
12782,25021419300,14000US25021419300,1868,2014-18,70568,10567,113641,29574,34554,14408
12783,25021419400,14000US25021419400,1869,2014-18,94174,12106,110433,13672,36389,28183
12784,25021419500,14000US25021419500,1870,2014-18,108170,12970,111823,20749,0,0
12785,25021419600,14000US25021419600,1871,2014-18,100827,13162,101654,9977,91278,39716
12786,25021419700,14000US25021419700,1872,2014-18,97841,12866,115455,16649,29333,20849
12787,25021419800,14000US25021419800,1873,2014-18,80434,11875,93250,16026,46859,10331
12788,25021420100,14000US25021420100,1874,2014-18,82632,17868,90588,12510,43261,19603
12789,25021420201,14000US25021420201,1875,2014-18,79265,17223,108250,32048,14083,1806
12790,25021420202,14000US25021420202,1876,2014-18,70855,12338,91714,13383,60609,19178
12791,25021420301,14000US25021420301,1877,2014-18,63333,11717,81988,10617,37873,16674
12792,25021420302,14000US25021420302,1878,2014-18,74141,16792,101070,8646,32438,6203
12793,25021421100,14000US25021421100,1879,2014-18,70288,12871,89489,18867,31786,14739
12794,25021421200,14000US25021421200,1880,2014-18,70431,13118,83417,23356,36710,3500
12795,25021422100,14000US25021422100,1881,2014-18,100245,11238,118750,23077,41469,24911
12796,25021422200,14000US25021422200,1882,2014-18,77769,11765,99069,7841,60820,7108
12797,25021422301,14000US25021422301,1883,2014-18,110529,7738,114148,6488,40000,7445
12798,25021422302,14000US25021422302,1884,2014-18,82981,6020,88346,11545,79306,19795
12799,25021422400,14000US25021422400,1885,2014-18,72882,6186,95893,12876,38973,14437
12800,25021422501,14000US25021422501,1886,2014-18,68272,8394,105162,29363,40223,13414
12801,25021422502,14000US25021422502,1887,2014-18,59083,10211,84112,15849,40522,15353
12802,25021422600,14000US25021422600,1888,2014-18,93496,10696,98785,16564,51433,17691
12803,25021422700,14000US25021422700,1889,2014-18,77434,11206,86855,10631,60729,28045
12804,25021422800,14000US25021422800,1890,2014-18,77781,10565,84973,8809,68421,18499
12805,25021423100,14000US25021423100,1891,2014-18,132204,30148,183594,31852,29980,27061
12806,25021440100,14000US25021440100,1892,2014-18,98280,5196,104821,9688,75000,18004
12807,25021441202,14000US25021441202,1893,2014-18,156591,20958,159625,21274,24750,9038
12808,25021441203,14000US25021441203,1894,2014-18,96667,13827,118846,14713,41324,20713
12809,25021441204,14000US25021441204,1895,2014-18,106957,15293,138667,12551,40000,31112
12810,25021442101,14000US25021442101,1896,2014-18,110184,8212,117148,6858,76316,12771
12811,25021442102,14000US25021442102,1897,2014-18,132150,14973,145429,11968,60735,45390
12812,25021442103,14000US25021442103,1898,2014-18,128605,18643,129801,15540,0,0
12813,25021442201,14000US25021442201,1899,2014-18,158618,20361,170909,17690,108036,18374
12814,25021442202,14000US25021442202,1900,2014-18,86642,15712,118056,13394,44282,13922
12815,25021443101,14000US25021443101,1901,2014-18,98574,8827,107660,12493,38456,16570
12816,25021443102,14000US25021443102,1902,2014-18,101115,12594,115357,23335,54712,27101
12817,25021456101,14000US25021456101,1903,2014-18,110848,17167,113750,22088,107870,28013
12818,25021456102,14000US25021456102,1904,2014-18,68163,7730,97031,13675,48864,7548
12819,25021456200,14000US25021456200,1905,2014-18,87712,15193,94970,17987,53958,26329
12820,25021456301,14000US25021456301,1906,2014-18,53355,10399,72768,25402,45900,16753
12821,25021456302,14000US25021456302,1907,2014-18,59764,21379,80948,15749,26966,10472
