case_action_id	case_id	actor	action	description	date_time	file_reference_number	last_indexed
5764545	5764538	Administrator/rix CTA	Petition for Probate of Foreig	Petition for Probate of Foreign Will	2011-05-02 00:00:00	0	2017-02-05 14:49:43
5860387	5860383	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-05-24 00:00:00	0	2017-02-05 14:49:43
5860392	5860383	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-05-24 00:00:00	0	2017-02-05 14:49:43
5860408	5860383	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2012-08-22 00:00:00	0	2017-02-05 14:49:43
5929480	5929476	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-06-06 00:00:00	0	2017-02-05 14:49:43
5929483	5929476	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-06-06 00:00:00	0	2017-02-05 14:49:43
5929484	5929476	Administrator/rix CTA	Certificate of Death filed	Certificate of Death (Wayne Silva)	2011-06-06 00:00:00	0	2017-02-05 14:49:43
5929485	5929476	Administrator/rix CTA	Certificate of Death filed	Certificate of Death (Joseph Silva)	2011-06-06 00:00:00	0	2017-02-05 14:49:43
6009904	6009901	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-06-20 00:00:00	0	2017-02-05 14:49:43
6381973	6381969	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2012-03-12 00:00:00	0	2017-02-05 14:49:43
6381977	6381969	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2012-03-12 00:00:00	0	2017-02-05 14:49:43
6381989	6381969	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2014-05-22 00:00:00	0	2017-02-05 14:49:43
6390030	6390025	Administrator/rix CTA	Petition for Probate of Foreig	Petition for Probate of Foreign Will	2012-03-15 00:00:00	0	2017-02-05 14:49:43
6416937	6416931	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2012-03-27 00:00:00	0	2017-02-05 14:49:43
6625415	6625412	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-01-07 00:00:00	0	2017-02-05 14:49:43
6625417	6625412	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-01-07 00:00:00	0	2017-02-05 14:49:43
6625426	6625412	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2011-09-09 00:00:00	0	2017-02-05 14:49:43
6802103	6802100	Administrator/rix CTA	Petition for Probate of Will a	Petition for Probate of Will and Appointment of Executor	2011-03-14 00:00:00	0	2017-02-05 14:49:43
6802105	6802100	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-03-14 00:00:00	0	2017-02-05 14:49:43
6802108	6802100	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-04-19 00:00:00	0	2017-02-05 14:49:43
6839192	6839189	Administrator/rix CTA	Petition for Administration	Petition for Administration	2011-03-28 00:00:00	0	2017-02-05 14:49:43
6839194	6839189	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-03-28 00:00:00	0	2017-02-05 14:49:43
6896397	6896393	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-04-14 00:00:00	0	2017-02-05 14:49:43
6896399	6896393	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-04-14 00:00:00	0	2017-02-05 14:49:43
6896424	6896393	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2014-07-16 00:00:00	0	2017-02-05 14:49:43
7199308	7199302	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2011-04-28 00:00:00	0	2017-02-05 14:49:43
7199310	7199302	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-04-28 00:00:00	0	2017-02-05 14:49:43
7537482	7537479	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-01-04 00:00:00	0	2017-02-05 14:49:43
7537485	7537479	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-01-04 00:00:00	0	2017-02-05 14:49:43
7567525	7567522	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-01-25 00:00:00	0	2017-02-05 14:49:43
7567526	7567522	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-01-25 00:00:00	0	2017-02-05 14:49:43
7636206	7636201	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-02-18 00:00:00	0	2017-02-05 14:49:43
7636210	7636201	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-02-26 00:00:00	0	2017-02-05 14:49:43
7637043	7637040	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-02-25 00:00:00	0	2017-02-05 14:49:43
7637047	7637040	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-02-25 00:00:00	0	2017-02-05 14:49:43
7746726	7746723	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-03-24 00:00:00	0	2017-02-05 14:49:43
7746729	7746723	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-03-24 00:00:00	0	2017-02-05 14:49:43
7872699	7872696	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-04-09 00:00:00	0	2017-02-05 14:49:43
7872701	7872696	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-04-09 00:00:00	0	2017-02-05 14:49:43
7886272	7886269	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-04-16 00:00:00	0	2017-02-05 14:49:43
7886274	7886269	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-04-16 00:00:00	0	2017-02-05 14:49:43
7886278	7886269	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Marjorie L Huff	2010-04-16 00:00:00	0	2017-02-05 14:49:43
7886279	7886269	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Chester Linwood Linscott, Jr	2010-04-16 00:00:00	0	2017-02-05 14:49:43
7886282	7886269	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Wayne M. Brown	2010-07-15 00:00:00	0	2017-02-05 14:49:43
7886292	7886269	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-10-08 00:00:00	0	2017-02-05 14:49:43
7886294	7886269	Administrator/rix CTA	Petition for Sale of Real Esta	Petition for Sale of Real Estate	2010-12-01 00:00:00	0	2017-02-05 14:49:43
7948649	7948645	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-05-10 00:00:00	0	2017-02-05 14:49:43
7948651	7948645	Administrator/rix CTA	Petition for Administration	Petition for Administration CTA	2010-05-10 00:00:00	0	2017-02-05 14:49:43
7977715	7977711	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-05-27 00:00:00	0	2017-02-05 14:49:43
7977718	7977711	Administrator/rix CTA	Petition for Probate of Will a	Petition for Probate of Will and Appointment of Executor	2010-05-27 00:00:00	0	2017-02-05 14:49:43
7977730	7977711	Administrator/rix CTA	Petition for Allowance of Acco	Petition for Allowance of Account	2012-04-25 00:00:00	0	2017-02-05 14:49:43
7977736	7977711	Administrator/rix CTA	Petition for Order of Complete	Petition for Order of Complete Settlement	2012-06-06 00:00:00	0	2017-02-05 14:49:43
8198269	8198264	Administrator/rix CTA	Petition for Probate of Foreig	Petition for Probate of Foreign Will	2010-11-16 00:00:00	0	2017-02-05 14:49:43
8580022	8580017	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-12-02 00:00:00	0	2017-02-05 14:49:43
8707211	8707206	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-12-07 00:00:00	0	2017-02-05 14:49:43
8707975	8707970	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-12-07 00:00:00	0	2017-02-05 14:49:43
8731112	8731107	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-12-09 00:00:00	0	2017-02-05 14:49:43
8847002	8846997	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-12-22 00:00:00	0	2017-02-05 14:49:43
14634606	14634593	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-01-04 00:00:00	0	2017-02-05 14:49:43
14909524	14909510	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-01-22 00:00:00	0	2017-02-05 14:49:43
15058582	15058569	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-02-01 00:00:00	0	2017-02-05 14:49:43
15157836	15157821	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-02-09 00:00:00	0	2017-02-05 14:49:43
15270200	15270184	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-07-07 00:00:00	0	2017-02-05 14:49:43
15273758	15273748	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-07-13 00:00:00	0	2017-02-05 14:49:43
15279038	15279025	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-07-07 00:00:00	0	2017-02-05 14:49:43
15299925	15299916	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-02-18 00:00:00	0	2017-02-05 14:49:43
15311801	15311789	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-07-11 00:00:00	0	2017-02-05 14:49:43
15379462	15379447	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-02-22 00:00:00	0	2017-02-05 14:49:43
15384415	15384409	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-02-24 00:00:00	0	2017-02-05 14:49:43
15427846	15427836	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-08-10 00:00:00	0	2017-02-05 14:49:43
17941931	17941913	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-06-03 00:00:00	0	2017-02-05 14:49:43
18099798	18099733	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Judith Marie Hope	2010-07-21 00:00:00	0	2017-02-05 14:49:43
18366824	18366796	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2010-08-23 00:00:00	0	2017-02-05 14:49:43
18366846	18366796	Administrator/rix CTA	Certificate of Death filed	Certificate of Death of Julie A. MacDonald	2010-09-23 00:00:00	0	2017-02-05 14:49:43
19557048	19557031	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-03-31 00:00:00	0	2017-02-05 14:49:43
19599090	19599077	Administrator/rix CTA	Certificate of Death filed	Certificate of Death	2011-04-14 00:00:00	0	2017-02-05 14:49:43
25241	25238	Administrator/trix	Certificate of Death filed	Certificate of Death	2011-06-20 00:00:00	0	2017-02-05 14:49:43
25242	25238	Administrator/trix	Bond without sureties filed	Bond without Sureties	2011-06-20 00:00:00	0	2017-02-05 14:49:43
25243	25238	Administrator/trix	Appointment of agent filed	Appointment of Agent	2011-06-20 00:00:00	0	2017-02-05 14:49:43
25244	25238	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2011-06-20 00:00:00	0	2017-02-05 14:49:43
25246	25238	Administrator/trix	Copy of will filed	Will	2011-06-20 00:00:00	0	2017-02-05 14:49:43
25247	25238	Administrator/trix	Petition for Administration	Petition for Administration DBN	2011-06-20 00:00:00	0	2017-02-05 14:49:43
25252	25238	Administrator/trix	UCC filed	Uniform Counsel Certification Form Filed by Michael Hooker	2011-08-17 00:00:00	0	2017-02-05 14:49:43
25263	25238	Administrator/trix	Military affidavit filed	Affidavit as to Military Service  (FIRST & FINAL ACCOUNT)	2013-08-01 00:00:00	0	2017-02-05 14:49:43
25266	25238	Administrator/trix	Petition for Order of Complete	Citation on Petition for Order of Complete Settlement requesting to approve an accounting issued.	2013-08-01 00:00:00	0	2017-02-05 14:49:43
25267	25238	Administrator/trix	Petition for Order of Complete	Petition for Order of Complete Settlement	2013-08-01 00:00:00	0	2017-02-05 14:49:43
30781	30778	Administrator/trix	Petition for Administration	Petition for Administration DBN	2010-01-11 00:00:00	0	2017-02-05 14:49:43
30782	30778	Administrator/trix	Military affidavit filed	Affidavit as to Military Service	2010-01-11 00:00:00	0	2017-02-05 14:49:43
30783	30778	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-01-11 00:00:00	0	2017-02-05 14:49:43
30784	30778	Administrator/trix	Certificate of Death filed	Certificate of Death	2010-01-11 00:00:00	0	2017-02-05 14:49:43
35029	35026	Administrator/trix	Petition for Administration	Petition for Administration	2010-01-11 00:00:00	0	2017-02-05 14:49:43
35030	35026	Administrator/trix	Bond without sureties filed	Bond without Sureties	2010-01-11 00:00:00	0	2017-02-05 14:49:43
