seq_id,ct10_id,geoid,logrecno,acs_year,totpop,totpop_me,nhpop,nhpop_me,nhwhi,nhwhi_me,nhaa,nhaa_me,nhna,nhna_me,nhas,nhas_me,nhpi,nhpi_me,nhoth,nhoth_me,nhmlt,nhmlt_me,lat,lat_me,nh_p,nh_mep,nhwhi_p,nhwhi_mep,nhaa_p,nhaa_mep,nhna_p,nhna_mep,nhas_p,nhas_mep,nhpi_p,nhpi_mep,nhoth_p,nhoth_mep,nhmlt_p,nhmlt_mep,lat_p,lat_mep
1491,25001010700,14000US25001010700,919,2014-18,3078,271,3057,275,2933,282,53,103,0,12,20,27,0,12,0,12,51,84,21,34,99.3199999999999932,1.830000000000000071,95.29000000000000625,3.68000000000000016,1.719999999999999973,3.339999999999999858,0.000000000000000000,0.390000000000000013,0.650000000000000022,0.880000000000000004,0.000000000000000000,0.390000000000000013,0.000000000000000000,0.390000000000000013,1.659999999999999920,2.729999999999999982,0.680000000000000049,1.100000000000000089
1492,25001010800,14000US25001010800,920,2014-18,4548,328,4542,329,4441,340,54,68,0,12,0,12,0,12,0,12,47,62,6,8,99.8700000000000045,0.670000000000000040,97.65000000000000568,2.50999999999999979,1.189999999999999947,1.489999999999999991,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,1.030000000000000027,1.360000000000000098,0.130000000000000004,0.179999999999999993
1493,25001010900,14000US25001010900,921,2014-18,5320,325,5145,366,5007,377,18,41,0,17,56,66,0,17,0,17,64,58,175,132,96.7099999999999937,3.520000000000000018,94.12000000000000455,4.13999999999999968,0.340000000000000024,0.770000000000000018,0.000000000000000000,0.320000000000000007,1.050000000000000044,1.239999999999999991,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,1.199999999999999956,1.090000000000000080,3.290000000000000036,2.470000000000000195
1494,25001011002,14000US25001011002,922,2014-18,4045,294,3924,294,3558,314,76,78,0,12,19,31,0,12,199,145,72,52,121,81,97.0100000000000051,1.760000000000000009,87.95999999999999375,4.40000000000000036,1.879999999999999893,1.919999999999999929,0.000000000000000000,0.299999999999999989,0.469999999999999973,0.770000000000000018,0.000000000000000000,0.299999999999999989,4.919999999999999929,3.569999999999999840,1.780000000000000027,1.280000000000000027,2.990000000000000213,1.989999999999999991
1495,25001011100,14000US25001011100,923,2014-18,4672,392,4647,395,4469,446,10,20,0,12,149,102,19,30,0,12,0,12,25,26,99.4599999999999937,1.350000000000000089,95.65000000000000568,5.16999999999999993,0.209999999999999992,0.429999999999999993,0.000000000000000000,0.260000000000000009,3.189999999999999947,2.169999999999999929,0.409999999999999976,0.640000000000000013,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,0.540000000000000036,0.550000000000000044
1496,25001011200,14000US25001011200,924,2014-18,3425,258,3353,256,3029,307,258,168,0,12,0,12,0,12,9,15,57,53,72,46,97.9000000000000057,1.219999999999999973,88.43999999999999773,6.00000000000000000,7.530000000000000249,4.870000000000000107,0.000000000000000000,0.349999999999999978,0.000000000000000000,0.349999999999999978,0.000000000000000000,0.349999999999999978,0.260000000000000009,0.440000000000000002,1.659999999999999920,1.540000000000000036,2.100000000000000089,1.330000000000000071
1497,25001011300,14000US25001011300,925,2014-18,2558,273,2552,275,2466,289,0,12,0,12,20,28,0,12,25,42,41,56,6,10,99.7699999999999960,1.489999999999999991,96.40000000000000568,4.66999999999999993,0.000000000000000000,0.469999999999999973,0.000000000000000000,0.469999999999999973,0.780000000000000027,1.090000000000000080,0.000000000000000000,0.469999999999999973,0.979999999999999982,1.639999999999999902,1.600000000000000089,2.180000000000000160,0.230000000000000010,0.390000000000000013
1498,25001011400,14000US25001011400,926,2014-18,2891,250,2786,264,2742,253,0,12,0,12,44,81,0,12,0,12,0,12,105,135,96.3700000000000045,3.729999999999999982,94.84999999999999432,3.04999999999999982,0.000000000000000000,0.419999999999999984,0.000000000000000000,0.419999999999999984,1.520000000000000018,2.799999999999999822,0.000000000000000000,0.419999999999999984,0.000000000000000000,0.419999999999999984,0.000000000000000000,0.419999999999999984,3.629999999999999893,4.660000000000000142
1499,25001011500,14000US25001011500,927,2014-18,3790,349,3790,349,3283,351,308,203,0,12,99,106,0,12,0,12,100,86,0,12,100.0000000000000000,9.210000000000000853,86.62000000000000455,4.70999999999999996,8.130000000000000782,5.299999999999999822,0.000000000000000000,0.320000000000000007,2.609999999999999876,2.790000000000000036,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,2.640000000000000124,2.259999999999999787,0.000000000000000000,0.320000000000000007
1500,25001011600,14000US25001011600,928,2014-18,2964,348,2823,321,2476,346,289,169,0,12,16,27,0,12,7,12,35,46,141,212,95.2399999999999949,15.570000000000000284,83.54000000000000625,6.33000000000000007,9.750000000000000000,5.589999999999999858,0.000000000000000000,0.400000000000000022,0.540000000000000036,0.910000000000000031,0.000000000000000000,0.400000000000000022,0.239999999999999991,0.400000000000000022,1.179999999999999938,1.550000000000000044,4.759999999999999787,7.129999999999999893
1501,25001011700,14000US25001011700,929,2014-18,1759,183,1688,175,1633,181,25,29,0,12,7,12,9,15,14,21,0,12,71,60,95.9599999999999937,14.089999999999999858,92.84000000000000341,3.54999999999999982,1.419999999999999929,1.639999999999999902,0.000000000000000000,0.680000000000000049,0.400000000000000022,0.680000000000000049,0.510000000000000009,0.849999999999999978,0.800000000000000044,1.189999999999999947,0.000000000000000000,0.680000000000000049,4.040000000000000036,3.390000000000000124
1502,25001011801,14000US25001011801,930,2014-18,2323,158,2313,161,2231,171,0,12,0,12,82,81,0,12,0,12,0,12,10,14,99.5699999999999932,1.469999999999999973,96.04000000000000625,3.39000000000000012,0.000000000000000000,0.520000000000000018,0.000000000000000000,0.520000000000000018,3.529999999999999805,3.479999999999999982,0.000000000000000000,0.520000000000000018,0.000000000000000000,0.520000000000000018,0.000000000000000000,0.520000000000000018,0.429999999999999993,0.599999999999999978
1503,25001011802,14000US25001011802,931,2014-18,4114,333,4026,342,3802,369,17,24,0,12,119,109,0,12,0,12,88,91,88,90,97.8599999999999994,2.520000000000000018,92.42000000000000171,4.95000000000000018,0.409999999999999976,0.579999999999999960,0.000000000000000000,0.289999999999999980,2.890000000000000124,2.640000000000000124,0.000000000000000000,0.289999999999999980,0.000000000000000000,0.289999999999999980,2.140000000000000124,2.209999999999999964,2.140000000000000124,2.180000000000000160
1504,25001012001,14000US25001012001,932,2014-18,5644,419,5620,418,5533,414,7,13,0,17,65,76,0,17,15,25,0,17,24,35,99.5699999999999932,0.450000000000000011,98.03000000000000114,0.92000000000000004,0.119999999999999996,0.230000000000000010,0.000000000000000000,0.299999999999999989,1.149999999999999911,1.340000000000000080,0.000000000000000000,0.299999999999999989,0.270000000000000018,0.440000000000000002,0.000000000000000000,0.299999999999999989,0.429999999999999993,0.619999999999999996
1505,25001012002,14000US25001012002,933,2014-18,2816,274,2745,275,2562,243,35,46,0,12,39,59,0,12,44,48,65,77,71,99,97.4800000000000040,2.330000000000000071,90.98000000000000398,12.35999999999999943,1.239999999999999991,1.629999999999999893,0.000000000000000000,0.429999999999999993,1.379999999999999893,2.089999999999999858,0.000000000000000000,0.429999999999999993,1.560000000000000053,1.699999999999999956,2.310000000000000053,2.729999999999999982,2.520000000000000018,3.509999999999999787
1506,25001012101,14000US25001012101,934,2014-18,5434,470,5156,493,4582,524,370,254,0,17,150,129,0,17,0,17,54,72,278,218,94.8799999999999955,3.870000000000000107,84.31999999999999318,6.30999999999999961,6.809999999999999609,4.639999999999999680,0.000000000000000000,0.309999999999999998,2.759999999999999787,2.359999999999999876,0.000000000000000000,0.309999999999999998,0.000000000000000000,0.309999999999999998,0.989999999999999991,1.320000000000000062,5.120000000000000107,3.990000000000000213
1507,25001012102,14000US25001012102,935,2014-18,3050,311,3024,311,2612,273,121,142,30,39,158,150,0,12,25,30,78,67,26,33,99.1500000000000057,1.330000000000000071,85.64000000000000057,1.96999999999999997,3.970000000000000195,4.639999999999999680,0.979999999999999982,1.270000000000000018,5.179999999999999716,4.889999999999999680,0.000000000000000000,0.390000000000000013,0.819999999999999951,0.979999999999999982,2.560000000000000053,2.180000000000000160,0.849999999999999978,1.080000000000000071
1508,25001012200,14000US25001012200,936,2014-18,4788,417,4788,417,4617,425,106,102,0,12,32,41,0,12,0,12,33,50,0,12,100.0000000000000000,8.710000000000000853,96.43000000000000682,2.87000000000000011,2.209999999999999964,2.120000000000000107,0.000000000000000000,0.250000000000000000,0.670000000000000040,0.849999999999999978,0.000000000000000000,0.250000000000000000,0.000000000000000000,0.250000000000000000,0.689999999999999947,1.040000000000000036,0.000000000000000000,0.250000000000000000
1509,25001012502,14000US25001012502,937,2014-18,3657,431,3100,355,2438,400,393,263,50,75,67,91,0,12,83,87,69,100,557,409,84.7699999999999960,13.929999999999999716,66.67000000000000171,7.61000000000000032,10.750000000000000000,7.080000000000000071,1.370000000000000107,2.040000000000000036,1.830000000000000071,2.479999999999999982,0.000000000000000000,0.330000000000000016,2.270000000000000018,2.359999999999999876,1.889999999999999902,2.729999999999999982,15.230000000000000426,11.039999999999999147
1510,25001012601,14000US25001012601,938,2014-18,3107,285,3022,299,2521,328,267,239,0,12,28,35,6,10,74,43,126,102,85,84,97.2600000000000051,3.609999999999999876,81.14000000000000057,7.49000000000000021,8.589999999999999858,7.650000000000000355,0.000000000000000000,0.390000000000000013,0.900000000000000022,1.120000000000000107,0.190000000000000002,0.320000000000000007,2.379999999999999893,1.370000000000000107,4.059999999999999609,3.259999999999999787,2.740000000000000213,2.689999999999999947
1511,25001012602,14000US25001012602,939,2014-18,5204,521,4268,456,3336,389,704,273,0,17,0,17,96,132,96,146,36,56,936,302,82.0100000000000051,3.060000000000000053,64.09999999999999432,3.83000000000000007,13.529999999999999361,5.070000000000000284,0.000000000000000000,0.330000000000000016,0.000000000000000000,0.330000000000000016,1.840000000000000080,2.529999999999999805,1.840000000000000080,2.799999999999999822,0.689999999999999947,1.070000000000000062,17.989999999999998437,5.519999999999999574
1512,25001012700,14000US25001012700,940,2014-18,4142,403,4102,415,3873,452,0,12,0,12,0,12,0,12,45,66,184,165,40,75,99.0300000000000011,2.750000000000000000,93.51000000000000512,6.03000000000000025,0.000000000000000000,0.289999999999999980,0.000000000000000000,0.289999999999999980,0.000000000000000000,0.289999999999999980,0.000000000000000000,0.289999999999999980,1.090000000000000080,1.590000000000000080,4.440000000000000391,3.959999999999999964,0.969999999999999973,1.810000000000000053
1513,25001012800,14000US25001012800,941,2014-18,3826,311,3826,311,3599,326,63,80,34,43,18,27,0,12,21,22,91,98,0,12,100.0000000000000000,8.130000000000000782,94.06999999999999318,3.75999999999999979,1.649999999999999911,2.089999999999999858,0.890000000000000013,1.120000000000000107,0.469999999999999973,0.699999999999999956,0.000000000000000000,0.309999999999999998,0.550000000000000044,0.569999999999999951,2.379999999999999893,2.549999999999999822,0.000000000000000000,0.309999999999999998
1514,25001012900,14000US25001012900,942,2014-18,3904,292,3765,282,3660,270,5,8,0,12,37,43,0,12,11,18,52,45,139,97,96.4399999999999977,0.380000000000000004,93.75000000000000000,9.84999999999999964,0.130000000000000004,0.200000000000000011,0.000000000000000000,0.309999999999999998,0.949999999999999956,1.100000000000000089,0.000000000000000000,0.309999999999999998,0.280000000000000027,0.460000000000000020,1.330000000000000071,1.149999999999999911,3.560000000000000053,2.470000000000000195
1515,25001013002,14000US25001013002,943,2014-18,2884,296,2728,291,2585,280,63,75,15,23,0,12,0,12,34,41,31,53,156,135,94.5900000000000034,2.750000000000000000,89.62999999999999545,3.10000000000000009,2.180000000000000160,2.589999999999999858,0.520000000000000018,0.800000000000000044,0.000000000000000000,0.419999999999999984,0.000000000000000000,0.419999999999999984,1.179999999999999938,1.419999999999999929,1.070000000000000062,1.830000000000000071,5.410000000000000142,4.650000000000000355
1516,25001013100,14000US25001013100,944,2014-18,5323,507,5319,508,5111,496,122,175,0,17,0,17,0,17,32,46,54,65,4,13,99.9200000000000017,0.699999999999999956,96.01999999999999602,1.79000000000000004,2.290000000000000036,3.279999999999999805,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,0.599999999999999978,0.859999999999999987,1.010000000000000009,1.219999999999999973,0.080000000000000002,0.239999999999999991
1517,25001013200,14000US25001013200,945,2014-18,4560,398,4368,405,4328,402,13,20,0,12,27,40,0,12,0,12,0,12,192,134,95.7900000000000063,3.000000000000000000,94.90999999999999659,3.02000000000000002,0.289999999999999980,0.440000000000000002,0.000000000000000000,0.260000000000000009,0.589999999999999969,0.880000000000000004,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,4.209999999999999964,2.919999999999999929
1518,25001013300,14000US25001013300,946,2014-18,3058,272,2887,297,2806,298,6,12,0,12,75,73,0,12,0,12,0,12,171,153,94.4099999999999966,4.879999999999999893,91.76000000000000512,5.32000000000000028,0.200000000000000011,0.390000000000000013,0.000000000000000000,0.390000000000000013,2.450000000000000178,2.379999999999999893,0.000000000000000000,0.390000000000000013,0.000000000000000000,0.390000000000000013,0.000000000000000000,0.390000000000000013,5.589999999999999858,4.980000000000000426
1519,25001013400,14000US25001013400,947,2014-18,3706,275,3698,271,3667,261,0,12,0,12,31,48,0,12,0,12,0,12,8,16,99.7800000000000011,10.410000000000000142,98.95000000000000284,10.16999999999999993,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,0.839999999999999969,1.290000000000000036,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,0.000000000000000000,0.320000000000000007,0.220000000000000001,0.429999999999999993
1520,25001013500,14000US25001013500,948,2014-18,7070,429,6947,440,6611,457,9,19,0,17,172,187,0,17,0,17,155,127,123,92,98.2600000000000051,1.780000000000000027,93.51000000000000512,3.10000000000000009,0.130000000000000004,0.270000000000000018,0.000000000000000000,0.239999999999999991,2.430000000000000160,2.640000000000000124,0.000000000000000000,0.239999999999999991,0.000000000000000000,0.239999999999999991,2.189999999999999947,1.790000000000000036,1.739999999999999991,1.300000000000000044
1521,25001013600,14000US25001013600,949,2014-18,6491,401,6133,465,6013,495,0,17,0,17,13,23,0,17,77,113,30,43,358,288,94.4800000000000040,4.150000000000000355,92.64000000000000057,5.04000000000000004,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,0.200000000000000011,0.349999999999999978,0.000000000000000000,0.260000000000000009,1.189999999999999947,1.739999999999999991,0.460000000000000020,0.660000000000000031,5.519999999999999574,4.419999999999999929
1522,25001013700,14000US25001013700,950,2014-18,4669,435,4575,431,4342,448,96,124,41,61,7,15,0,12,0,12,89,71,94,92,97.9899999999999949,1.370000000000000107,93.00000000000000000,4.12000000000000011,2.060000000000000053,2.649999999999999911,0.880000000000000004,1.300000000000000044,0.149999999999999994,0.320000000000000007,0.000000000000000000,0.260000000000000009,0.000000000000000000,0.260000000000000009,1.909999999999999920,1.510000000000000009,2.009999999999999787,1.959999999999999964
1523,25001013800,14000US25001013800,951,2014-18,4977,439,4824,438,4278,362,90,72,0,12,140,131,0,12,111,156,205,163,153,115,96.9300000000000068,2.089999999999999858,85.95999999999999375,10.50999999999999979,1.810000000000000053,1.439999999999999947,0.000000000000000000,0.239999999999999991,2.810000000000000053,2.620000000000000107,0.000000000000000000,0.239999999999999991,2.229999999999999982,3.129999999999999893,4.120000000000000107,3.250000000000000000,3.069999999999999840,2.290000000000000036
1524,25001013900,14000US25001013900,952,2014-18,4970,435,4680,392,4525,423,25,38,0,12,0,12,0,12,0,12,130,180,290,354,94.1599999999999966,11.410000000000000142,91.04999999999999716,2.99000000000000021,0.500000000000000000,0.760000000000000009,0.000000000000000000,0.239999999999999991,0.000000000000000000,0.239999999999999991,0.000000000000000000,0.239999999999999991,0.000000000000000000,0.239999999999999991,2.620000000000000107,3.609999999999999876,5.839999999999999858,7.099999999999999645
1525,25001014002,14000US25001014002,953,2014-18,4331,345,4225,319,4084,330,100,77,0,12,0,12,0,12,0,12,41,60,106,87,97.5499999999999972,10.710000000000000853,94.29999999999999716,1.28000000000000003,2.310000000000000053,1.770000000000000018,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,0.000000000000000000,0.280000000000000027,0.949999999999999956,1.379999999999999893,2.450000000000000178,2.000000000000000000
1526,25001014100,14000US25001014100,954,2014-18,909,151,778,133,679,124,70,65,0,12,19,28,0,12,0,12,10,19,131,71,85.5900000000000034,3.459999999999999964,74.70000000000000284,5.66999999999999993,7.700000000000000178,7.040000000000000036,0.000000000000000000,1.320000000000000062,2.089999999999999858,3.060000000000000053,0.000000000000000000,1.320000000000000062,0.000000000000000000,1.320000000000000062,1.100000000000000089,2.080000000000000071,14.410000000000000142,7.429999999999999716
1527,25001014300,14000US25001014300,955,2014-18,4047,510,4046,510,3921,514,5,13,0,12,29,48,0,12,14,22,77,114,1,2,99.9800000000000040,0.280000000000000027,96.89000000000000057,3.50000000000000000,0.119999999999999996,0.320000000000000007,0.000000000000000000,0.299999999999999989,0.719999999999999973,1.179999999999999938,0.000000000000000000,0.299999999999999989,0.349999999999999978,0.540000000000000036,1.899999999999999911,2.810000000000000053,0.020000000000000000,0.050000000000000003
1528,25001014402,14000US25001014402,956,2014-18,6913,592,6623,520,5627,548,229,224,75,122,293,281,0,17,148,198,251,199,290,340,95.8100000000000023,11.130000000000000782,81.40000000000000568,3.77000000000000002,3.310000000000000053,3.229999999999999982,1.080000000000000071,1.760000000000000009,4.240000000000000213,4.049999999999999822,0.000000000000000000,0.250000000000000000,2.140000000000000124,2.859999999999999876,3.629999999999999893,2.859999999999999876,4.190000000000000391,4.910000000000000142
1529,25001014500,14000US25001014500,957,2014-18,5613,580,5425,623,5096,597,37,39,69,102,3,36,0,17,35,38,185,187,188,205,96.6500000000000057,4.839999999999999858,90.79000000000000625,5.00999999999999979,0.660000000000000031,0.689999999999999947,1.229999999999999982,1.810000000000000053,0.050000000000000003,0.640000000000000013,0.000000000000000000,0.299999999999999989,0.619999999999999996,0.670000000000000040,3.299999999999999822,3.310000000000000053,3.350000000000000089,3.640000000000000124
1530,25001014600,14000US25001014600,958,2014-18,4237,315,4185,315,3409,368,358,241,72,82,44,41,0,12,124,133,178,121,52,60,98.7699999999999960,1.159999999999999920,80.45999999999999375,6.29999999999999982,8.449999999999999289,5.650000000000000355,1.699999999999999956,1.929999999999999938,1.040000000000000036,0.959999999999999964,0.000000000000000000,0.280000000000000027,2.930000000000000160,3.129999999999999893,4.200000000000000178,2.839999999999999858,1.229999999999999982,1.409999999999999920
1531,25001014700,14000US25001014700,959,2014-18,3246,316,3101,252,2889,268,83,62,22,32,75,78,0,12,0,12,32,32,145,141,95.5300000000000011,12.109999999999999432,89.00000000000000000,11.97000000000000064,2.560000000000000053,1.889999999999999902,0.680000000000000049,0.979999999999999982,2.310000000000000053,2.390000000000000124,0.000000000000000000,0.369999999999999996,0.000000000000000000,0.369999999999999996,0.989999999999999991,0.979999999999999982,4.469999999999999751,4.320000000000000284
1532,25001014800,14000US25001014800,960,2014-18,3491,367,3477,368,2998,331,173,203,0,12,142,112,0,12,96,101,68,64,14,17,99.5999999999999943,1.219999999999999973,85.87999999999999545,2.89999999999999991,4.959999999999999964,5.790000000000000036,0.000000000000000000,0.340000000000000024,4.070000000000000284,3.180000000000000160,0.000000000000000000,0.340000000000000024,2.750000000000000000,2.879999999999999893,1.949999999999999956,1.820000000000000062,0.400000000000000022,0.489999999999999991
1533,25001014900,14000US25001014900,961,2014-18,3630,322,3566,313,3420,313,53,57,0,12,69,64,0,12,0,12,24,38,64,66,98.2399999999999949,12.259999999999999787,94.20999999999999375,2.12000000000000011,1.459999999999999964,1.560000000000000053,0.000000000000000000,0.330000000000000016,1.899999999999999911,1.760000000000000009,0.000000000000000000,0.330000000000000016,0.000000000000000000,0.330000000000000016,0.660000000000000031,1.050000000000000044,1.760000000000000009,1.810000000000000053
1534,25001015001,14000US25001015001,962,2014-18,4394,261,4393,260,3787,308,46,42,132,154,177,111,0,12,79,88,172,133,1,2,99.9800000000000040,8.380000000000000782,86.18999999999999773,4.79000000000000004,1.050000000000000044,0.949999999999999956,3.000000000000000000,3.500000000000000000,4.030000000000000249,2.509999999999999787,0.000000000000000000,0.270000000000000018,1.800000000000000044,2.000000000000000000,3.910000000000000142,3.020000000000000018,0.020000000000000000,0.050000000000000003
1535,25001015002,14000US25001015002,963,2014-18,4190,332,4166,336,3281,336,261,190,450,218,87,116,0,12,17,21,70,79,24,29,99.4300000000000068,1.500000000000000000,78.31000000000000227,5.08000000000000007,6.230000000000000426,4.509999999999999787,10.740000000000000213,5.129999999999999893,2.080000000000000071,2.759999999999999787,0.000000000000000000,0.289999999999999980,0.409999999999999976,0.500000000000000000,1.669999999999999929,1.879999999999999893,0.569999999999999951,0.689999999999999947
1536,25001015100,14000US25001015100,964,2014-18,3419,243,3335,249,3099,252,61,45,0,12,69,91,0,12,0,12,106,76,84,67,97.5400000000000063,2.229999999999999982,90.64000000000000057,3.58000000000000007,1.780000000000000027,1.310000000000000053,0.000000000000000000,0.349999999999999978,2.020000000000000018,2.660000000000000142,0.000000000000000000,0.349999999999999978,0.000000000000000000,0.349999999999999978,3.100000000000000089,2.209999999999999964,2.459999999999999964,1.949999999999999956
1537,25001015200,14000US25001015200,965,2014-18,2098,253,2031,262,1965,247,0,12,58,63,8,14,0,12,0,12,0,12,67,61,96.8100000000000023,4.440000000000000391,93.65999999999999659,3.31999999999999984,0.000000000000000000,0.569999999999999951,2.759999999999999787,2.979999999999999982,0.380000000000000004,0.670000000000000040,0.000000000000000000,0.569999999999999951,0.000000000000000000,0.569999999999999951,0.000000000000000000,0.569999999999999951,3.189999999999999947,2.879999999999999893
1538,25001015300,14000US25001015300,966,2014-18,2919,374,2796,381,2145,379,411,199,0,12,125,97,0,12,57,64,58,52,123,83,95.7900000000000063,4.440000000000000391,73.48000000000000398,8.93999999999999950,14.080000000000000071,6.570000000000000284,0.000000000000000000,0.409999999999999976,4.280000000000000249,3.279999999999999805,0.000000000000000000,0.409999999999999976,1.949999999999999956,2.180000000000000160,1.989999999999999991,1.760000000000000009,4.209999999999999964,2.790000000000000036
1539,25001990000,14000US25001990000,967,2014-18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,,,,,,,,,,,,,,,,,
