seq_id,bg10_id,geoid,logrecno,acs_year,pop16,pop16_me,lf,lf_me,clf,clf_me,emp,emp_me,unemp,unemp_me,aflf,aflf_me,nlf,nlf_me,lf_p,lf_mep,clf_p,clf_mep,emp_p,emp_mep,unemp_p,unemp_mep,aflf_p,aflf_mep,nlf_p,nlf_mep
34906,250010102062,15000US250010102062,2395,2014-18,1246,297,577,165,577,165,503,151,74,50,0,12,669,236,46.310000000000002,7.32000000000000028,100.000000000000000,28.60000000000000142,87.180000000000007,7.959999999999999964,12.82000000000000028,7.84999999999999964,0.000000000000000000,2.08000000000000007,53.68999999999999773,13.96000000000000085
34907,250010102063,15000US250010102063,2396,2014-18,1256,288,795,260,795,260,795,260,0,12,0,12,461,129,63.299999999999997,14.75999999999999979,100.000000000000000,32.70000000000000284,100.000000000000000,32.700000000000002842,0.00000000000000000,1.51000000000000001,0.000000000000000000,1.51000000000000001,36.70000000000000284,5.88999999999999968
34908,250010102081,15000US250010102081,2397,2014-18,279,122,141,101,141,101,140,102,1,3,0,12,138,68,50.539999999999999,28.67000000000000171,100.000000000000000,71.62999999999999545,99.290000000000006,13.210000000000000853,0.70999999999999996,2.06999999999999984,0.000000000000000000,8.50999999999999979,49.46000000000000085,11.24000000000000021
34909,250010102082,15000US250010102082,2398,2014-18,383,142,268,104,268,104,262,103,6,8,0,12,115,58,69.969999999999999,8.01999999999999957,100.000000000000000,38.81000000000000227,97.760000000000005,6.150000000000000355,2.24000000000000021,2.85999999999999988,0.000000000000000000,4.48000000000000043,30.03000000000000114,10.26999999999999957
34910,250010102083,15000US250010102083,2399,2014-18,460,197,229,141,229,141,202,125,27,40,0,12,231,122,49.780000000000001,22.01999999999999957,100.000000000000000,61.57000000000000028,88.209999999999994,5.450000000000000178,11.78999999999999915,15.89000000000000057,0.000000000000000000,5.24000000000000021,50.21999999999999886,15.51999999999999957
34911,250010103041,15000US250010103041,2400,2014-18,1151,214,609,169,609,169,586,163,23,26,0,12,542,146,52.909999999999997,10.90000000000000036,100.000000000000000,27.75000000000000000,96.219999999999999,1.830000000000000071,3.77999999999999980,4.13999999999999968,0.000000000000000000,1.96999999999999997,47.09000000000000341,9.17999999999999972
34912,250010103042,15000US250010103042,2401,2014-18,588,139,192,88,192,88,175,78,17,20,0,12,396,126,32.649999999999999,12.82000000000000028,100.000000000000000,45.82999999999999829,91.150000000000006,58.270000000000003126,8.84999999999999964,9.58999999999999986,0.000000000000000000,6.25000000000000000,67.34999999999999432,14.33999999999999986
34913,250010103043,15000US250010103043,2402,2014-18,543,178,340,124,340,124,316,120,24,29,0,12,203,84,62.619999999999997,10.00999999999999979,100.000000000000000,36.46999999999999886,92.939999999999998,9.830000000000000071,7.05999999999999961,8.13000000000000078,0.000000000000000000,3.52999999999999980,37.38000000000000256,9.43999999999999950
34914,250010103061,15000US250010103061,2403,2014-18,811,196,425,175,425,175,369,172,56,58,0,12,386,108,52.399999999999999,17.46999999999999886,100.000000000000000,41.17999999999999972,86.819999999999993,18.969999999999998863,13.17999999999999972,12.51999999999999957,0.000000000000000000,2.81999999999999984,47.60000000000000142,6.70999999999999996
34915,250010103062,15000US250010103062,2404,2014-18,803,228,396,136,396,136,382,135,14,24,0,12,407,151,49.320000000000000,9.52999999999999936,100.000000000000000,34.34000000000000341,96.459999999999994,8.039999999999999147,3.54000000000000004,5.94000000000000039,0.000000000000000000,3.02999999999999980,50.67999999999999972,12.09999999999999964
34916,250010103063,15000US250010103063,2405,2014-18,581,209,336,157,336,157,336,157,0,12,0,12,245,94,57.829999999999998,17.25000000000000000,100.000000000000000,46.72999999999999687,100.000000000000000,46.729999999999996874,0.00000000000000000,3.56999999999999984,0.000000000000000000,3.56999999999999984,42.17000000000000171,5.62999999999999989
34917,250010104001,15000US250010104001,2406,2014-18,691,147,279,96,279,96,279,96,0,12,0,12,412,121,40.380000000000003,10.91999999999999993,100.000000000000000,34.40999999999999659,100.000000000000000,34.409999999999996589,0.00000000000000000,4.29999999999999982,0.000000000000000000,4.29999999999999982,59.61999999999999744,12.07000000000000028
34918,250010104002,15000US250010104002,2407,2014-18,881,221,493,172,493,172,449,143,44,43,0,12,388,123,55.960000000000001,13.57000000000000028,100.000000000000000,34.89000000000000057,91.079999999999998,43.020000000000003126,8.91999999999999993,8.15000000000000036,0.000000000000000000,2.43000000000000016,44.03999999999999915,8.53999999999999915
34919,250010104003,15000US250010104003,2408,2014-18,499,184,338,146,338,146,338,146,0,12,0,12,161,68,67.739999999999995,15.24000000000000021,100.000000000000000,43.20000000000000284,100.000000000000000,43.200000000000002842,0.00000000000000000,3.54999999999999982,0.000000000000000000,3.54999999999999982,32.25999999999999801,6.65000000000000036
34920,250010104004,15000US250010104004,2409,2014-18,606,194,308,129,308,129,286,124,22,34,0,12,298,141,50.829999999999998,13.73000000000000043,100.000000000000000,41.88000000000000256,92.859999999999999,10.410000000000000142,7.13999999999999968,10.63000000000000078,0.000000000000000000,3.89999999999999991,49.17000000000000171,17.12999999999999901
34921,250010105001,15000US250010105001,2410,2014-18,1286,250,505,141,505,141,477,139,28,26,0,12,781,215,39.270000000000003,7.87000000000000011,100.000000000000000,27.92000000000000171,94.459999999999994,7.879999999999999893,5.54000000000000004,4.91000000000000014,0.000000000000000000,2.37999999999999989,60.72999999999999687,11.83999999999999986
34922,250010105002,15000US250010105002,2411,2014-18,488,166,244,124,244,124,226,114,18,26,0,12,244,94,50.000000000000000,18.87999999999999901,100.000000000000000,50.82000000000000028,92.620000000000005,66.319999999999993179,7.37999999999999989,9.97000000000000064,0.000000000000000000,4.91999999999999993,50.00000000000000000,9.03999999999999915
34923,250010105003,15000US250010105003,2412,2014-18,675,171,353,126,353,126,353,126,0,12,0,12,322,100,52.299999999999997,13.15000000000000036,100.000000000000000,35.68999999999999773,100.000000000000000,35.689999999999997726,0.00000000000000000,3.39999999999999991,0.000000000000000000,3.39999999999999991,47.70000000000000284,8.57000000000000028
34924,250010106001,15000US250010106001,2413,2014-18,501,159,177,82,177,82,177,82,0,12,0,12,324,116,35.329999999999998,11.91999999999999993,100.000000000000000,46.32999999999999829,100.000000000000000,46.329999999999998295,0.00000000000000000,6.78000000000000025,0.000000000000000000,6.78000000000000025,64.67000000000000171,10.72000000000000064
34925,250010106002,15000US250010106002,2414,2014-18,919,197,589,165,589,165,542,154,47,51,0,12,330,97,64.090000000000003,11.56000000000000050,100.000000000000000,28.01000000000000156,92.019999999999996,4.370000000000000107,7.98000000000000043,8.36999999999999922,0.000000000000000000,2.04000000000000004,35.90999999999999659,7.21999999999999975
34926,250010106003,15000US250010106003,2415,2014-18,1077,208,488,164,488,164,469,156,19,25,0,12,589,124,45.310000000000002,12.46000000000000085,100.000000000000000,33.60999999999999943,96.109999999999999,45.439999999999997726,3.89000000000000012,4.95000000000000018,0.000000000000000000,2.45999999999999996,54.68999999999999773,4.58000000000000007
34927,250010106004,15000US250010106004,2416,2014-18,331,119,147,80,147,80,138,75,9,13,0,12,184,75,44.409999999999997,18.14000000000000057,100.000000000000000,54.42000000000000171,93.879999999999995,72.200000000000002842,6.12000000000000011,8.18999999999999950,0.000000000000000000,8.16000000000000014,55.59000000000000341,10.67999999999999972
34928,250010107001,15000US250010107001,2417,2014-18,717,195,443,174,443,174,443,174,0,12,0,12,274,82,61.789999999999999,17.51000000000000156,100.000000000000000,39.28000000000000114,100.000000000000000,39.280000000000001137,0.00000000000000000,2.70999999999999996,0.000000000000000000,2.70999999999999996,38.21000000000000085,4.76999999999999957
34929,250010107002,15000US250010107002,2418,2014-18,960,201,466,153,455,146,429,142,26,26,11,18,494,128,48.539999999999999,12.27999999999999936,97.640000000000001,44.82999999999999829,94.290000000000006,7.660000000000000142,5.70999999999999996,5.41000000000000014,2.359999999999999876,3.77999999999999980,51.46000000000000085,7.84999999999999964
34930,250010107003,15000US250010107003,2419,2014-18,550,170,294,124,294,124,279,122,15,22,0,12,256,95,53.450000000000003,15.33999999999999986,100.000000000000000,42.17999999999999972,94.900000000000006,10.949999999999999289,5.09999999999999964,7.16999999999999993,0.000000000000000000,4.08000000000000007,46.54999999999999716,9.56000000000000050
34931,250010107004,15000US250010107004,2420,2014-18,483,149,293,110,293,110,293,110,0,12,0,12,190,99,60.659999999999997,12.98000000000000043,100.000000000000000,37.53999999999999915,100.000000000000000,37.539999999999999147,0.00000000000000000,4.09999999999999964,0.000000000000000000,4.09999999999999964,39.34000000000000341,16.51999999999999957
34932,250010108001,15000US250010108001,2421,2014-18,845,220,632,190,632,190,604,194,28,33,0,12,213,86,74.790000000000006,11.24000000000000021,100.000000000000000,30.05999999999999872,95.569999999999993,10.810000000000000497,4.42999999999999972,5.04999999999999982,0.000000000000000000,1.89999999999999991,25.21000000000000085,7.78000000000000025
34933,250010108002,15000US250010108002,2422,2014-18,384,253,54,50,54,50,54,50,0,12,0,12,330,244,14.060000000000000,9.15000000000000036,100.000000000000000,92.59000000000000341,100.000000000000000,92.590000000000003411,0.00000000000000000,22.21999999999999886,0.000000000000000000,22.21999999999999886,85.93999999999999773,28.83999999999999986
34934,250010108003,15000US250010108003,2423,2014-18,624,203,214,125,214,125,214,125,0,12,0,12,410,128,34.289999999999999,16.64000000000000057,100.000000000000000,58.40999999999999659,100.000000000000000,58.409999999999996589,0.00000000000000000,5.61000000000000032,0.000000000000000000,5.61000000000000032,65.70999999999999375,29.62999999999999901
34935,250010108004,15000US250010108004,2424,2014-18,650,204,427,198,427,198,400,188,27,42,0,12,223,142,65.689999999999998,22.42000000000000171,100.000000000000000,46.36999999999999744,93.680000000000007,7.179999999999999716,6.32000000000000028,9.39000000000000057,0.000000000000000000,2.81000000000000005,34.31000000000000227,19.01000000000000156
34936,250010108005,15000US250010108005,2425,2014-18,1514,295,921,250,921,250,876,233,45,53,0,12,593,195,60.829999999999998,11.50000000000000000,100.000000000000000,27.14000000000000057,95.109999999999999,36.149999999999998579,4.88999999999999968,5.59999999999999964,0.000000000000000000,1.30000000000000004,39.17000000000000171,10.38000000000000078
34937,250010109001,15000US250010109001,2426,2014-18,1510,273,791,228,791,228,765,221,26,30,0,12,719,169,52.380000000000003,11.75999999999999979,100.000000000000000,28.82000000000000028,96.709999999999994,1.870000000000000107,3.29000000000000004,3.66999999999999993,0.000000000000000000,1.52000000000000002,47.61999999999999744,7.15000000000000036
34938,250010109002,15000US250010109002,2427,2014-18,1218,335,576,262,576,262,576,262,0,12,0,12,642,296,47.289999999999999,17.12999999999999901,100.000000000000000,45.49000000000000199,100.000000000000000,45.490000000000001990,0.00000000000000000,2.08000000000000007,0.000000000000000000,2.08000000000000007,52.71000000000000085,19.50000000000000000
34939,250010109003,15000US250010109003,2428,2014-18,1200,294,752,249,752,249,717,246,35,40,0,12,448,115,62.670000000000002,13.96000000000000085,100.000000000000000,33.10999999999999943,95.349999999999994,8.570000000000000284,4.65000000000000036,5.08999999999999986,0.000000000000000000,1.60000000000000009,37.32999999999999829,2.85999999999999988
34940,250010109004,15000US250010109004,2429,2014-18,706,216,493,201,493,201,493,201,0,12,0,12,213,106,69.829999999999998,18.82000000000000028,100.000000000000000,40.77000000000000313,100.000000000000000,40.770000000000003126,0.00000000000000000,2.43000000000000016,0.000000000000000000,2.43000000000000016,30.17000000000000171,11.83999999999999986
34941,250010110021,15000US250010110021,2430,2014-18,441,112,224,84,224,84,215,84,9,15,0,12,217,68,50.789999999999999,14.00999999999999979,100.000000000000000,37.50000000000000000,95.980000000000004,10.519999999999999574,4.01999999999999957,6.51999999999999957,0.000000000000000000,5.36000000000000032,49.21000000000000085,9.02999999999999936
34942,250010110022,15000US250010110022,2431,2014-18,561,166,327,129,327,129,312,127,15,23,0,12,234,84,58.289999999999999,15.21000000000000085,100.000000000000000,39.45000000000000284,95.409999999999997,9.570000000000000284,4.58999999999999986,6.79999999999999982,0.000000000000000000,3.66999999999999993,41.71000000000000085,8.48000000000000043
34943,250010110023,15000US250010110023,2432,2014-18,540,163,150,73,150,73,150,73,0,12,0,12,390,121,27.780000000000001,10.59999999999999964,100.000000000000000,48.67000000000000171,100.000000000000000,48.670000000000001705,0.00000000000000000,8.00000000000000000,0.000000000000000000,8.00000000000000000,72.21999999999999886,5.17999999999999972
34944,250010110024,15000US250010110024,2433,2014-18,1896,265,1342,245,1342,245,1229,224,113,85,0,12,554,132,70.780000000000001,8.31000000000000050,100.000000000000000,18.26000000000000156,91.579999999999998,23.620000000000000995,8.41999999999999993,6.13999999999999968,0.000000000000000000,0.89000000000000001,29.21999999999999886,5.63999999999999968
34945,250010111001,15000US250010111001,2434,2014-18,787,224,513,193,513,193,513,193,0,12,0,12,274,124,65.180000000000007,16.03999999999999915,100.000000000000000,37.61999999999999744,100.000000000000000,37.619999999999997442,0.00000000000000000,2.33999999999999986,0.000000000000000000,2.33999999999999986,34.82000000000000028,12.25000000000000000
34946,250010111002,15000US250010111002,2435,2014-18,1141,305,682,290,682,290,682,290,0,12,0,12,459,157,59.770000000000003,19.76999999999999957,100.000000000000000,42.52000000000000313,100.000000000000000,42.520000000000003126,0.00000000000000000,1.76000000000000001,0.000000000000000000,1.76000000000000001,40.22999999999999687,8.58000000000000007
34947,250010111003,15000US250010111003,2436,2014-18,1438,299,917,258,917,258,893,253,24,42,0,12,521,173,63.770000000000003,12.08999999999999986,100.000000000000000,28.14000000000000057,97.379999999999995,3.240000000000000213,2.62000000000000011,4.51999999999999957,0.000000000000000000,1.31000000000000005,36.22999999999999687,9.38000000000000078
34948,250010111004,15000US250010111004,2437,2014-18,754,219,435,170,435,170,420,168,15,25,0,12,319,112,57.689999999999998,15.08000000000000007,100.000000000000000,39.07999999999999829,96.549999999999997,8.230000000000000426,3.45000000000000018,5.58999999999999986,0.000000000000000000,2.75999999999999979,42.31000000000000227,8.34999999999999964
34949,250010112001,15000US250010112001,2438,2014-18,1055,220,600,167,600,167,536,159,64,67,0,12,455,130,56.869999999999997,10.48000000000000043,100.000000000000000,27.82999999999999829,89.329999999999998,9.169999999999999929,10.66999999999999993,10.75999999999999979,0.000000000000000000,2.00000000000000000,43.13000000000000256,8.41999999999999993
34950,250010112002,15000US250010112002,2439,2014-18,1076,237,612,204,612,204,612,204,0,12,0,12,464,129,56.880000000000003,14.23000000000000043,100.000000000000000,33.32999999999999829,100.000000000000000,33.329999999999998295,0.00000000000000000,1.95999999999999996,0.000000000000000000,1.95999999999999996,43.11999999999999744,7.32000000000000028
34951,250010112003,15000US250010112003,2440,2014-18,429,113,156,68,156,68,147,68,9,20,0,12,273,84,36.359999999999999,12.63000000000000078,100.000000000000000,43.59000000000000341,94.230000000000004,14.589999999999999858,5.76999999999999957,12.57000000000000028,0.000000000000000000,7.69000000000000039,63.64000000000000057,10.11999999999999922
34952,250010112004,15000US250010112004,2441,2014-18,549,115,225,85,225,85,209,81,16,16,0,12,324,97,40.979999999999997,12.88000000000000078,100.000000000000000,37.78000000000000114,92.890000000000001,8.039999999999999147,7.11000000000000032,6.58000000000000007,0.000000000000000000,5.33000000000000007,59.02000000000000313,12.61999999999999922
34953,250010113001,15000US250010113001,2442,2014-18,708,219,286,101,286,101,239,88,47,54,0,12,422,174,40.399999999999999,6.87999999999999989,100.000000000000000,35.31000000000000227,83.569999999999993,8.710000000000000853,16.42999999999999972,17.96999999999999886,0.000000000000000000,4.20000000000000018,59.60000000000000142,16.25000000000000000
34954,250010113002,15000US250010113002,2443,2014-18,1098,204,453,142,453,142,428,120,25,42,0,12,645,145,41.259999999999998,10.41999999999999993,100.000000000000000,31.35000000000000142,94.480000000000004,39.729999999999996874,5.51999999999999957,9.10999999999999943,0.000000000000000000,2.64999999999999991,58.74000000000000199,7.42999999999999972
34955,250010113003,15000US250010113003,2444,2014-18,581,140,291,95,291,95,280,94,11,16,0,12,290,93,50.090000000000003,11.02999999999999936,100.000000000000000,32.64999999999999858,96.219999999999999,7.530000000000000249,3.77999999999999980,5.36000000000000032,0.000000000000000000,4.12000000000000011,49.90999999999999659,10.56000000000000050
34956,250010114001,15000US250010114001,2445,2014-18,684,176,210,91,210,91,210,91,0,12,0,12,474,153,30.699999999999999,10.69999999999999929,100.000000000000000,43.32999999999999829,100.000000000000000,43.329999999999998295,0.00000000000000000,5.70999999999999996,0.000000000000000000,5.70999999999999996,69.29999999999999716,13.50999999999999979
34957,250010114002,15000US250010114002,2446,2014-18,979,206,332,173,332,173,286,163,46,44,0,12,647,143,33.909999999999997,16.17000000000000171,100.000000000000000,52.10999999999999943,86.140000000000001,19.890000000000000568,13.85999999999999943,11.10999999999999943,0.000000000000000000,3.60999999999999988,66.09000000000000341,4.46999999999999975
34958,250010114003,15000US250010114003,2447,2014-18,185,100,85,62,85,62,85,62,0,12,0,12,100,88,45.950000000000003,22.50000000000000000,100.000000000000000,72.93999999999999773,100.000000000000000,72.939999999999997726,0.00000000000000000,14.11999999999999922,0.000000000000000000,14.11999999999999922,54.04999999999999716,37.53999999999999915
34959,250010114004,15000US250010114004,2448,2014-18,813,199,554,148,554,148,527,138,27,31,0,12,259,109,68.140000000000001,7.29000000000000004,100.000000000000000,26.71000000000000085,95.129999999999995,35.590000000000003411,4.87000000000000011,5.44000000000000039,0.000000000000000000,2.16999999999999993,31.85999999999999943,10.91000000000000014
34960,250010115001,15000US250010115001,2449,2014-18,577,174,337,112,337,112,289,113,48,48,0,12,240,89,58.409999999999997,8.16000000000000014,100.000000000000000,33.22999999999999687,85.760000000000005,17.660000000000000142,14.24000000000000021,13.42999999999999972,0.000000000000000000,3.56000000000000005,41.59000000000000341,8.98000000000000043
34961,250010115002,15000US250010115002,2450,2014-18,692,154,429,141,418,142,403,140,15,18,11,18,263,91,61.990000000000002,14.99000000000000021,97.439999999999998,8.36999999999999922,96.409999999999997,7.000000000000000000,3.58999999999999986,4.12999999999999989,2.560000000000000053,4.11000000000000032,38.00999999999999801,10.07000000000000028
34962,250010115003,15000US250010115003,2451,2014-18,531,152,369,126,369,126,344,120,25,28,0,12,162,70,69.489999999999995,12.93999999999999950,100.000000000000000,34.14999999999999858,93.219999999999999,6.650000000000000355,6.78000000000000025,7.23000000000000043,0.000000000000000000,3.25000000000000000,30.51000000000000156,9.86999999999999922
34963,250010115004,15000US250010115004,2452,2014-18,722,187,349,155,349,155,310,149,39,37,0,12,373,118,48.340000000000003,17.44000000000000128,100.000000000000000,44.40999999999999659,88.829999999999998,16.320000000000000284,11.16999999999999993,9.36999999999999922,0.000000000000000000,3.43999999999999995,51.65999999999999659,9.38000000000000078
34964,250010115005,15000US250010115005,2453,2014-18,726,192,444,145,444,145,429,148,15,16,0,12,282,101,61.159999999999997,11.72000000000000064,100.000000000000000,32.65999999999999659,96.620000000000005,10.740000000000000213,3.37999999999999989,3.43000000000000016,0.000000000000000000,2.70000000000000018,38.84000000000000341,9.38000000000000078
34965,250010116001,15000US250010116001,2454,2014-18,1531,288,1103,233,1103,233,1044,225,59,51,0,12,428,179,72.040000000000006,6.91999999999999993,100.000000000000000,21.12000000000000099,94.650000000000006,4.040000000000000036,5.34999999999999964,4.48000000000000043,0.000000000000000000,1.09000000000000008,27.96000000000000085,10.43999999999999950
34966,250010116002,15000US250010116002,2455,2014-18,460,147,293,103,293,103,278,101,15,17,0,12,167,88,63.700000000000003,9.33000000000000007,100.000000000000000,35.14999999999999858,94.879999999999995,8.699999999999999289,5.12000000000000011,5.51999999999999957,0.000000000000000000,4.09999999999999964,36.29999999999999716,15.21000000000000085
34967,250010116003,15000US250010116003,2456,2014-18,441,121,221,100,221,100,191,80,30,35,0,12,220,83,50.109999999999999,18.03000000000000114,100.000000000000000,45.25000000000000000,86.430000000000007,53.289999999999999147,13.57000000000000028,14.59999999999999964,0.000000000000000000,5.42999999999999972,49.89000000000000057,12.91999999999999993
34968,250010117001,15000US250010117001,2457,2014-18,610,92,304,94,304,94,273,76,31,40,0,12,306,70,49.840000000000003,13.44999999999999929,100.000000000000000,30.92000000000000171,89.799999999999997,37.359999999999999432,10.19999999999999929,12.76999999999999957,0.000000000000000000,3.95000000000000018,50.15999999999999659,8.63000000000000078
34969,250010117002,15000US250010117002,2458,2014-18,446,123,265,103,265,103,259,102,6,9,0,12,181,58,59.420000000000002,16.26999999999999957,100.000000000000000,38.86999999999999744,97.739999999999995,6.200000000000000178,2.25999999999999979,3.27999999999999980,0.000000000000000000,4.53000000000000025,40.57999999999999829,6.62000000000000011
34970,250010117003,15000US250010117003,2459,2014-18,589,120,327,86,327,86,311,82,16,16,0,12,262,74,55.520000000000003,9.23000000000000043,100.000000000000000,26.30000000000000071,95.109999999999999,1.780000000000000027,4.88999999999999968,4.71999999999999975,0.000000000000000000,3.66999999999999993,44.47999999999999687,8.69999999999999929
34971,250010118011,15000US250010118011,2460,2014-18,1272,137,414,132,414,132,414,132,0,12,0,12,858,129,32.549999999999997,9.76999999999999957,100.000000000000000,31.87999999999999901,100.000000000000000,31.879999999999999005,0.00000000000000000,2.89999999999999991,0.000000000000000000,2.89999999999999991,67.45000000000000284,7.08000000000000007
34972,250010118012,15000US250010118012,2461,2014-18,925,144,525,119,525,119,510,116,15,22,0,12,400,97,56.759999999999998,9.34999999999999964,100.000000000000000,22.67000000000000171,97.140000000000001,1.830000000000000071,2.85999999999999988,4.13999999999999968,0.000000000000000000,2.29000000000000004,43.24000000000000199,8.03999999999999915
34973,250010118021,15000US250010118021,2462,2014-18,789,212,502,183,502,183,479,171,23,26,0,12,287,84,63.619999999999997,15.66999999999999993,100.000000000000000,36.45000000000000284,95.420000000000002,48.689999999999997726,4.58000000000000007,4.90000000000000036,0.000000000000000000,2.39000000000000012,36.38000000000000256,4.21999999999999975
34974,250010118022,15000US250010118022,2463,2014-18,525,151,278,116,278,116,267,113,11,18,0,12,247,88,52.950000000000003,16.01000000000000156,100.000000000000000,41.72999999999999687,96.040000000000006,6.790000000000000036,3.95999999999999996,6.25999999999999979,0.000000000000000000,4.32000000000000028,47.04999999999999716,9.89000000000000057
34975,250010118023,15000US250010118023,2464,2014-18,1058,274,548,240,548,240,537,237,11,18,0,12,510,109,51.799999999999997,18.28999999999999915,100.000000000000000,43.79999999999999716,97.989999999999995,5.349999999999999645,2.00999999999999979,3.16000000000000014,0.000000000000000000,2.18999999999999995,48.20000000000000284,16.19000000000000128
34976,250010118024,15000US250010118024,2465,2014-18,1069,224,563,184,563,184,550,183,13,20,0,12,506,141,52.670000000000002,13.21000000000000085,100.000000000000000,32.67999999999999972,97.689999999999998,6.099999999999999645,2.31000000000000005,3.47000000000000020,0.000000000000000000,2.12999999999999989,47.32999999999999829,8.68999999999999950
34977,250010120011,15000US250010120011,2466,2014-18,1370,264,667,221,667,221,637,212,30,44,0,12,703,174,48.689999999999998,13.11999999999999922,100.000000000000000,33.13000000000000256,95.500000000000000,2.990000000000000213,4.50000000000000000,6.42999999999999972,0.000000000000000000,1.80000000000000004,51.31000000000000227,7.96999999999999975
34978,250010120012,15000US250010120012,2467,2014-18,1534,448,872,393,872,393,872,393,0,12,0,12,662,207,56.840000000000003,19.51000000000000156,100.000000000000000,45.07000000000000028,100.000000000000000,45.070000000000000284,0.00000000000000000,1.37999999999999989,0.000000000000000000,1.37999999999999989,43.15999999999999659,4.82000000000000028
34979,250010120013,15000US250010120013,2468,2014-18,1024,316,698,282,698,282,663,270,35,38,0,12,326,113,68.159999999999997,17.76999999999999957,100.000000000000000,40.39999999999999858,94.989999999999995,4.860000000000000320,5.00999999999999979,5.04999999999999982,0.000000000000000000,1.71999999999999997,31.83999999999999986,5.03000000000000025
34980,250010120014,15000US250010120014,2469,2014-18,1039,224,672,224,672,224,620,198,52,61,0,12,367,115,64.680000000000007,16.44000000000000128,100.000000000000000,33.32999999999999829,92.260000000000005,42.590000000000003411,7.74000000000000021,8.69999999999999929,0.000000000000000000,1.79000000000000004,35.32000000000000028,8.02999999999999936
34981,250010120021,15000US250010120021,2470,2014-18,1194,276,770,221,770,221,686,203,84,92,0,12,424,148,64.489999999999995,10.97000000000000064,100.000000000000000,28.69999999999999929,89.090000000000003,6.419999999999999929,10.91000000000000014,11.52999999999999936,0.000000000000000000,1.56000000000000005,35.50999999999999801,9.28999999999999915
34982,250010120022,15000US250010120022,2471,2014-18,732,183,373,119,373,119,368,115,5,9,0,12,359,111,50.960000000000001,10.09999999999999964,100.000000000000000,31.89999999999999858,98.659999999999997,44.060000000000002274,1.34000000000000008,2.37000000000000011,0.000000000000000000,3.22000000000000020,49.03999999999999915,8.91999999999999993
